"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 572875"," Report A000000 ","-------------","-------------","-----------",""
"Line(01200)","GENERAL LIABILITY","F", ,"10", ,"3841"
"Line(01300)","GENERAL LIABILITY","F", ,"13", ,"3028"
"Line(01400)","GENERAL LIABILITY","F", ,"14", ,"1490"
"Line(01500)","GENERAL LIABILITY","F", ,"14", ,"223"
"Line(01600)","GENERAL LIABILITY","F", ,"14", ,"216"
"Line(01700)","GENERAL LIABILITY","F", ,"15", ,"4613"
"Line(01800)","GENERAL LIABILITY","F", ,"16", ,"1257"
"Line(01900)","GENERAL LIABILITY","F", ,"17", ,"1240"
"Line(02000)","GENERAL LIABILITY","F", ,"18", ,"1127"
"Line(02100)","GENERAL LIABILITY","F", ,"21", ,"17568"
"Line(02200)","GENERAL LIABILITY","F", ,"30", ,"32761"
"Line(02300)","GENERAL LIABILITY","F", ,"31", ,"2238"
"Line(02400)","GENERAL LIABILITY","F", ,"32", ,"1369"
"Line(02500)","GENERAL LIABILITY","F", ,"33", ,"119"
"Line(02600)","GENERAL LIABILITY","F", ,"34", ,"1620"
"Line(02700)","GENERAL LIABILITY","F", ,"35", ,"5017"
"Line(02800)","GENERAL LIABILITY","F", ,"35", ,"2464"
"Line(02900)","GENERAL LIABILITY","F", ,"40", ,"1095"
"Line(03000)","GENERAL LIABILITY","F", ,"43", ,"1021"
"Line(03100)","GENERAL LIABILITY","F", ,"50", ,"15194"
"Line(03200)","GENERAL LIABILITY","F", ,"51", ,"3604"
"Line(03300)","GENERAL LIABILITY","F", ,"52", ,"2057"
"Line(03400)","GENERAL LIABILITY","F", ,"53", ,"3044"
"Line(03500)","GENERAL LIABILITY","F", ,"54", ,"8375"
"Line(03600)","GENERAL LIABILITY","F", ,"55", ,"3651"
"Line(03700)","GENERAL LIABILITY","F", ,"55", ,"1290"
"Line(03800)","GENERAL LIABILITY","F", ,"57", ,"1047"
"Line(03900)","GENERAL LIABILITY","F", ,"58", ,"1241"
"Line(04000)","GENERAL LIABILITY","F", ,"59", ,"990"
"Line(04100)","GENERAL LIABILITY","F", ,"60", ,"6737"
"Line(04200)","GENERAL LIABILITY","F", ,"60", ,"129"
"Line(04300)","GENERAL LIABILITY","F", ,"63", ,"1329"
"Line(04400)","GENERAL LIABILITY","F", ,"65", ,"1658"
"Line(04500)","GENERAL LIABILITY","F", ,"66", ,"3419"
"Line(04600)","GENERAL LIABILITY","F", ,"70", ,"77"
"Line(04700)","GENERAL LIABILITY","F", ,"69", ,"1310"
"Line(04800)","GENERAL LIABILITY","F", ,"70", ,"879"
"Line(04900)","GENERAL LIABILITY","F", ,"71", ,"103"
"Line(05000)","GENERAL LIABILITY","F", ,"74", ,"799"
"Line(05100)","GENERAL LIABILITY","F", ,"76", ,"1266"
"Line(05200)","GENERAL LIABILITY","F", ,"77", ,"171"
"Line(05300)","GENERAL LIABILITY","F", ,"90", ,"22789"
"Line(05400)","GENERAL LIABILITY","F", ,"91", ,"5655"
"Line(05500)","GENERAL LIABILITY","F", ,"92", ,"333"
"Line(05600)","GENERAL LIABILITY","F", ,"94", ,"168"
"Line(05700)","GENERAL LIABILITY","F", ,"105", ,"921"
"Line(05800)","GENERAL LIABILITY","F", ,"106", ,"96"
"Line(05900)","GENERAL LIABILITY","F", ,"107", ,"230"
"Line(06000)","GENERAL LIABILITY","F", ,"108", ,"74"
"Line(06100)","GENERAL LIABILITY","F", ,"109", ,"20"
"Line(06200)","GENERAL LIABILITY","F", ,"110", ,"19"
"Line(06300)","GENERAL LIABILITY","F", ,"112", ,"186"
"Line(06400)","GENERAL LIABILITY","F", ,"190", ,"1148"
"Line(06500)","GENERAL LIABILITY","F", ,"191", ,"1046"
"Line(06600)","GENERAL LIABILITY","F", ,"191", ,"458"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 572875"," Report A6000G0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Entity[572875] Report(A6000G0)","Entity[572875] Report(A6000G0[00000])","Entity[572875] Report(A6000G0[00100])", ,"Entity[572875] Report(A6000G0[00300])", ,"Entity[572875] Report(A6000G0[00500])", ,"Entity[572875] Report(A6000G0[00700])", ,"Entity[572875] Report(A6000G0[00900])"
"Line(00100)","MALPRACTICE TO RESIDENTS & FELLOWS","G", ,"21", ,"3669465", ,"4", ,"3669465"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 572875"," Report A6000H0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Entity[572875] Report(A6000H0)","Entity[572875] Report(A6000H0[00000])","Entity[572875] Report(A6000H0[00100])", ,"Entity[572875] Report(A6000H0[00300])", ,"Entity[572875] Report(A6000H0[00500])", ,"Entity[572875] Report(A6000H0[00700])", ,"Entity[572875] Report(A6000H0[00900])"
"Line(00100)","MD/PHD MALPRACTICE","H", ,"5", ,"13185", ,"4", ,"7634407"
"Line(00200)","MD/PHD MALPRACTICE","H", ,"5", ,"14890"
"Line(00300)","MD/PHD MALPRACTICE","H", ,"5", ,"328951"
"Line(00400)","MD/PHD MALPRACTICE","H", ,"5", ,"491552"
"Line(00500)","MD/PHD MALPRACTICE","H", ,"13", ,"498"
"Line(00600)","MD/PHD MALPRACTICE","H", ,"14", ,"5086"
"Line(00700)","MD/PHD MALPRACTICE","H", ,"16", ,"1615"
"Line(00800)","MD/PHD MALPRACTICE","H", ,"17", ,"4915"
"Line(00900)","MD/PHD MALPRACTICE","H", ,"18", ,"3261"
"Line(01000)","MD/PHD MALPRACTICE","H", ,"21", ,"2149446"
"Line(01100)","MD/PHD MALPRACTICE","H", ,"30", ,"71247"
"Line(01200)","MD/PHD MALPRACTICE","H", ,"35", ,"3770"
"Line(01300)","MD/PHD MALPRACTICE","H", ,"50", ,"108578"
"Line(01400)","MD/PHD MALPRACTICE","H", ,"52", ,"102615"
"Line(01500)","MD/PHD MALPRACTICE","H", ,"53", ,"136192"
"Line(01600)","MD/PHD MALPRACTICE","H", ,"54", ,"96617"
"Line(01700)","MD/PHD MALPRACTICE","H", ,"55", ,"186484"
"Line(01800)","MD/PHD MALPRACTICE","H", ,"55", ,"117171"
"Line(01900)","MD/PHD MALPRACTICE","H", ,"58", ,"33087"
"Line(02000)","MD/PHD MALPRACTICE","H", ,"59", ,"12560"
"Line(02100)","MD/PHD MALPRACTICE","H", ,"60", ,"246835"
"Line(02200)","MD/PHD MALPRACTICE","H", ,"63", ,"6485"
"Line(02300)","MD/PHD MALPRACTICE","H", ,"66", ,"1208"
"Line(02400)","MD/PHD MALPRACTICE","H", ,"70", ,"6956"
"Line(02500)","MD/PHD MALPRACTICE","H", ,"74", ,"25165"
"Line(02600)","MD/PHD MALPRACTICE","H", ,"76", ,"142678"
"Line(02700)","MD/PHD MALPRACTICE","H", ,"77", ,"2226"
"Line(02800)","MD/PHD MALPRACTICE","H", ,"90", ,"3031586"
"Line(02900)","MD/PHD MALPRACTICE","H", ,"91", ,"14128"
"Line(03000)","MD/PHD MALPRACTICE","H", ,"94", ,"3826"
"Line(03100)","MD/PHD MALPRACTICE","H", ,"105", ,"151776"
"Line(03200)","MD/PHD MALPRACTICE","H", ,"106", ,"5969"
"Line(03300)","MD/PHD MALPRACTICE","H", ,"112", ,"16027"
"Line(03400)","MD/PHD MALPRACTICE","H", ,"190", ,"30996"
"Line(03500)","MD/PHD MALPRACTICE","H", ,"191", ,"66449"
"Line(03600)","MD/PHD MALPRACTICE","H", ,"191", ,"377"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 572875"," Report A6000I0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Entity[572875] Report(A6000I0)","Entity[572875] Report(A6000I0[00000])","Entity[572875] Report(A6000I0[00100])", ,"Entity[572875] Report(A6000I0[00300])", ,"Entity[572875] Report(A6000I0[00500])", ,"Entity[572875] Report(A6000I0[00700])", ,"Entity[572875] Report(A6000I0[00900])"
"Line(00100)","OTHER PROFESSIONAL MALPRACTICE","I", ,"5", ,"686002", ,"4", ,"686002"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 572875"," Report A6000J0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Entity[572875] Report(A6000J0)","Entity[572875] Report(A6000J0[00000])","Entity[572875] Report(A6000J0[00100])", ,"Entity[572875] Report(A6000J0[00300])", ,"Entity[572875] Report(A6000J0[00500])", ,"Entity[572875] Report(A6000J0[00700])", ,"Entity[572875] Report(A6000J0[00900])"
"Line(00100)","BLDG UTILITIES (INTERNAL METERS)","J", ,"7", ,"1032524", ,"7", ,"25436040"
"Line(00200)","BLDG UTILITIES (INTERNAL METERS)","J", ,"7", ,"4478803"
"Line(00300)","BLDG UTILITIES (INTERNAL METERS)","J", ,"7", ,"469002"
"Line(00400)","BLDG UTILITIES (INTERNAL METERS)","J", ,"7", ,"775325"
"Line(00500)","BLDG UTILITIES (INTERNAL METERS)","J", ,"7", ,"2653436"
"Line(00600)","BLDG UTILITIES (INTERNAL METERS)","J", ,"7", ,"1203966"
"Line(00700)","BLDG UTILITIES (INTERNAL METERS)","J", ,"7", ,"3651225"
"Line(00800)","BLDG UTILITIES (INTERNAL METERS)","J", ,"7", ,"410958"
"Line(00900)","BLDG UTILITIES (INTERNAL METERS)","J", ,"7", ,"1289684"
"Line(01000)","BLDG UTILITIES (INTERNAL METERS)","J", ,"7", ,"2576976"
"Line(01100)","BLDG UTILITIES (INTERNAL METERS)","J", ,"7", ,"386837"
"Line(01200)","BLDG UTILITIES (INTERNAL METERS)","J", ,"7", ,"2523198"
"Line(01300)","BLDG UTILITIES (INTERNAL METERS)","J", ,"7", ,"472123"
"Line(01400)","BLDG UTILITIES (INTERNAL METERS)","J", ,"7", ,"997864"
"Line(01500)","BLDG UTILITIES (INTERNAL METERS)","J", ,"7", ,"2321275"
"Line(01600)","BLDG UTILITIES (INTERNAL METERS)","J", ,"7", ,"192844"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 572875"," Report A6000K0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Entity[572875] Report(A6000K0)","Entity[572875] Report(A6000K0[00000])","Entity[572875] Report(A6000K0[00100])", ,"Entity[572875] Report(A6000K0[00300])", ,"Entity[572875] Report(A6000K0[00500])", ,"Entity[572875] Report(A6000K0[00700])", ,"Entity[572875] Report(A6000K0[00900])"
"Line(00100)","METERED EXPENSE TO BLDG","K", ,"7", ,"194729", ,"5", ,"380385"
"Line(00200)","METERED EXPENSE TO BLDG","K", ,"7", ,"867485", ,"6", ,"102783"
"Line(00300)","METERED EXPENSE TO BLDG","K", ,"7", ,"3384081", ,"6", ,"135866"
"Line(00400)","METERED EXPENSE TO BLDG","K", ,"7", ,"667182", ,"6", ,"867485"
"Line(00500)","METERED EXPENSE TO BLDG","K", ,"7", ,"7497523", ,"7", ,"246661"
"Line(00600)","METERED EXPENSE TO BLDG","K", ,"7", ,"154715", ,"90", ,"286797"
"Line(00700)","METERED EXPENSE TO BLDG","K", , , , , ,"191", ,"10745738"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 572875"," Report A6000L0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Entity[572875] Report(A6000L0)","Entity[572875] Report(A6000L0[00000])","Entity[572875] Report(A6000L0[00100])", ,"Entity[572875] Report(A6000L0[00300])", ,"Entity[572875] Report(A6000L0[00500])", ,"Entity[572875] Report(A6000L0[00700])", ,"Entity[572875] Report(A6000L0[00900])"
"Line(00100)","UTILITIES TO OP OF PLANT","L", ,"7", ,"10185608", ,"5", ,"3904741"
"Line(00200)","UTILITIES TO OP OF PLANT","L", , , , , ,"6", ,"4571259"
"Line(00300)","UTILITIES TO OP OF PLANT","L", , , , , ,"55", ,"699834"
"Line(00400)","UTILITIES TO OP OF PLANT","L", , , , , ,"190", ,"174615"
"Line(00500)","UTILITIES TO OP OF PLANT","L", , , , , ,"191", ,"835159"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 572875"," Report A6000M0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Entity[572875] Report(A6000M0)","Entity[572875] Report(A6000M0[00000])","Entity[572875] Report(A6000M0[00100])", ,"Entity[572875] Report(A6000M0[00300])", ,"Entity[572875] Report(A6000M0[00500])", ,"Entity[572875] Report(A6000M0[00700])", ,"Entity[572875] Report(A6000M0[00900])"
"Line(00100)","MEDICAL SUPPLIES","M", ,"5", ,"905", ,"5", ,"137"
"Line(00200)","MEDICAL SUPPLIES","M", ,"6", ,"15", ,"5", ,"150"
"Line(00300)","MEDICAL SUPPLIES","M", ,"71", ,"22237414", ,"13", ,"1113"
"Line(00400)","MEDICAL SUPPLIES","M", , , , , ,"14", ,"18501"
"Line(00500)","MEDICAL SUPPLIES","M", , , , , ,"15", ,"749"
"Line(00600)","MEDICAL SUPPLIES","M", , , , , ,"18", ,"817081"
"Line(00700)","MEDICAL SUPPLIES","M", , , , , ,"18", ,"126"
"Line(00800)","MEDICAL SUPPLIES","M", , , , , ,"21", ,"3860"
"Line(00900)","MEDICAL SUPPLIES","M", , , , , ,"30", ,"366023"
"Line(01000)","MEDICAL SUPPLIES","M", , , , , ,"31", ,"68494"
"Line(01100)","MEDICAL SUPPLIES","M", , , , , ,"32", ,"43144"
"Line(01200)","MEDICAL SUPPLIES","M", , , , , ,"33", ,"19223"
"Line(01300)","MEDICAL SUPPLIES","M", , , , , ,"34", ,"66783"
"Line(01400)","MEDICAL SUPPLIES","M", , , , , ,"35", ,"386069"
"Line(01500)","MEDICAL SUPPLIES","M", , , , , ,"35", ,"61383"
"Line(01600)","MEDICAL SUPPLIES","M", , , , , ,"40", ,"963"
"Line(01700)","MEDICAL SUPPLIES","M", , , , , ,"43", ,"669"
"Line(01800)","MEDICAL SUPPLIES","M", , , , , ,"50", ,"9490359"
"Line(01900)","MEDICAL SUPPLIES","M", , , , , ,"51", ,"69364"
"Line(02000)","MEDICAL SUPPLIES","M", , , , , ,"52", ,"44235"
"Line(02100)","MEDICAL SUPPLIES","M", , , , , ,"53", ,"700802"
"Line(02200)","MEDICAL SUPPLIES","M", , , , , ,"54", ,"2259417"
"Line(02300)","MEDICAL SUPPLIES","M", , , , , ,"55", ,"175424"
"Line(02400)","MEDICAL SUPPLIES","M", , , , , ,"55", ,"40747"
"Line(02500)","MEDICAL SUPPLIES","M", , , , , ,"57", ,"18021"
"Line(02600)","MEDICAL SUPPLIES","M", , , , , ,"58", ,"60924"
"Line(02700)","MEDICAL SUPPLIES","M", , , , , ,"59", ,"3189635"
"Line(02800)","MEDICAL SUPPLIES","M", , , , , ,"60", ,"817"
"Line(02900)","MEDICAL SUPPLIES","M", , , , , ,"63", ,"12691"
"Line(03000)","MEDICAL SUPPLIES","M", , , , , ,"65", ,"1853"
"Line(03100)","MEDICAL SUPPLIES","M", , , , , ,"66", ,"200"
"Line(03200)","MEDICAL SUPPLIES","M", , , , , ,"69", ,"3869391"
"Line(03300)","MEDICAL SUPPLIES","M", , , , , ,"70", ,"7865"
"Line(03400)","MEDICAL SUPPLIES","M", , , , , ,"74", ,"13087"
"Line(03500)","MEDICAL SUPPLIES","M", , , , , ,"76", ,"21780"
"Line(03600)","MEDICAL SUPPLIES","M", , , , , ,"90", ,"154544"
"Line(03700)","MEDICAL SUPPLIES","M", , , , , ,"91", ,"245428"
"Line(03800)","MEDICAL SUPPLIES","M", , , , , ,"92", ,"3630"
"Line(03900)","MEDICAL SUPPLIES","M", , , , , ,"94", ,"65"
"Line(04000)","MEDICAL SUPPLIES","M", , , , , ,"191", ,"3587"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 572875"," Report A6000N0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Entity[572875] Report(A6000N0)","Entity[572875] Report(A6000N0[00000])","Entity[572875] Report(A6000N0[00100])", ,"Entity[572875] Report(A6000N0[00300])", ,"Entity[572875] Report(A6000N0[00500])", ,"Entity[572875] Report(A6000N0[00700])", ,"Entity[572875] Report(A6000N0[00900])"
"Line(00100)","IMPLANTABLE DEVICES","N", ,"72", ,"32134230", ,"18", ,"204876"
"Line(00200)","IMPLANTABLE DEVICES","N", , , , , ,"50", ,"14448233"
"Line(00300)","IMPLANTABLE DEVICES","N", , , , , ,"53", ,"32813"
"Line(00400)","IMPLANTABLE DEVICES","N", , , , , ,"54", ,"2813071"
"Line(00500)","IMPLANTABLE DEVICES","N", , , , , ,"55", ,"40013"
"Line(00600)","IMPLANTABLE DEVICES","N", , , , , ,"58", ,"22801"
"Line(00700)","IMPLANTABLE DEVICES","N", , , , , ,"59", ,"4683285"
"Line(00800)","IMPLANTABLE DEVICES","N", , , , , ,"69", ,"5184247"
"Line(00900)","IMPLANTABLE DEVICES","N", , , , , ,"76", ,"4703508"
"Line(01000)","IMPLANTABLE DEVICES","N", , , , , ,"90", ,"1383"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 572875"," Report A6000O0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Entity[572875] Report(A6000O0)","Entity[572875] Report(A6000O0[00000])","Entity[572875] Report(A6000O0[00100])", ,"Entity[572875] Report(A6000O0[00300])", ,"Entity[572875] Report(A6000O0[00500])", ,"Entity[572875] Report(A6000O0[00700])", ,"Entity[572875] Report(A6000O0[00900])"
"Line(00100)","PHARMACY CHARGES","O", ,"15", ,"109638972", ,"5", ,"143075"
"Line(00200)","PHARMACY CHARGES","O", , , , , ,"5", ,"334"
"Line(00300)","PHARMACY CHARGES","O", , , , , ,"9", ,"22"
"Line(00400)","PHARMACY CHARGES","O", , , , , ,"14", ,"376"
"Line(00500)","PHARMACY CHARGES","O", , , , , ,"18", ,"3656"
"Line(00600)","PHARMACY CHARGES","O", , , , , ,"21", ,"13798"
"Line(00700)","PHARMACY CHARGES","O", , , , , ,"30", ,"685"
"Line(00800)","PHARMACY CHARGES","O", , , , , ,"31", ,"31"
"Line(00900)","PHARMACY CHARGES","O", , , , , ,"32", ,"49"
"Line(01000)","PHARMACY CHARGES","O", , , , , ,"33", ,"72"
"Line(01100)","PHARMACY CHARGES","O", , , , , ,"34", ,"31"
"Line(01200)","PHARMACY CHARGES","O", , , , , ,"35", ,"366"
"Line(01300)","PHARMACY CHARGES","O", , , , , ,"50", ,"9633214"
"Line(01400)","PHARMACY CHARGES","O", , , , , ,"51", ,"72761"
"Line(01500)","PHARMACY CHARGES","O", , , , , ,"53", ,"2471200"
"Line(01600)","PHARMACY CHARGES","O", , , , , ,"54", ,"1310994"
"Line(01700)","PHARMACY CHARGES","O", , , , , ,"55", ,"26895"
"Line(01800)","PHARMACY CHARGES","O", , , , , ,"55", ,"2352"
"Line(01900)","PHARMACY CHARGES","O", , , , , ,"57", ,"701529"
"Line(02000)","PHARMACY CHARGES","O", , , , , ,"58", ,"904107"
"Line(02100)","PHARMACY CHARGES","O", , , , , ,"59", ,"1111197"
"Line(02200)","PHARMACY CHARGES","O", , , , , ,"60", ,"196256"
"Line(02300)","PHARMACY CHARGES","O", , , , , ,"63", ,"93896"
"Line(02400)","PHARMACY CHARGES","O", , , , , ,"65", ,"2057"
"Line(02500)","PHARMACY CHARGES","O", , , , , ,"66", ,"937"
"Line(02600)","PHARMACY CHARGES","O", , , , , ,"69", ,"146261"
"Line(02700)","PHARMACY CHARGES","O", , , , , ,"70", ,"113"
"Line(02800)","PHARMACY CHARGES","O", , , , , ,"73", ,"63292294"
"Line(02900)","PHARMACY CHARGES","O", , , , , ,"74", ,"354088"
"Line(03000)","PHARMACY CHARGES","O", , , , , ,"76", ,"29106"
"Line(03100)","PHARMACY CHARGES","O", , , , , ,"77", ,"146"
"Line(03200)","PHARMACY CHARGES","O", , , , , ,"90", ,"10370667"
"Line(03300)","PHARMACY CHARGES","O", , , , , ,"91", ,"5119"
"Line(03400)","PHARMACY CHARGES","O", , , , , ,"92", ,"9"
"Line(03500)","PHARMACY CHARGES","O", , , , , ,"94", ,"110050"
"Line(03600)","PHARMACY CHARGES","O", , , , , ,"108", ,"965"
"Line(03700)","PHARMACY CHARGES","O", , , , , ,"110", ,"22486"
"Line(03800)","PHARMACY CHARGES","O", , , , , ,"112", ,"67807"
"Line(03900)","PHARMACY CHARGES","O", , , , , ,"190", ,"18548902"
"Line(04000)","PHARMACY CHARGES","O", , , , , ,"191", ,"8"
"Line(04100)","PHARMACY CHARGES","O", , , , , ,"191", ,"1061"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 572875"," Report A6000P0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Entity[572875] Report(A6000P0)","Entity[572875] Report(A6000P0[00000])","Entity[572875] Report(A6000P0[00100])", ,"Entity[572875] Report(A6000P0[00300])","Entity[572875] Report(A6000P0[00400])", , ,"Entity[572875] Report(A6000P0[00700])","Entity[572875] Report(A6000P0[00800])"
"Line(00100)","ANCILLARY I & R SALARY","P", ,"21","4542380", , ,"53","4542380"
"Line(00200)","ANCILLARY I & R SALARY","P", ,"21","2314347", , ,"54","2314347"
"Line(00300)","ANCILLARY I & R SALARY","P", ,"21","100583", , ,"55","100583"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 572875"," Report A6000Q0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Entity[572875] Report(A6000Q0)","Entity[572875] Report(A6000Q0[00000])","Entity[572875] Report(A6000Q0[00100])", ,"Entity[572875] Report(A6000Q0[00300])", ,"Entity[572875] Report(A6000Q0[00500])", ,"Entity[572875] Report(A6000Q0[00700])", ,"Entity[572875] Report(A6000Q0[00900])"
"Line(00100)","ANCILLARY I & R FRINGE BENEFITS","Q", ,"21", ,"1042930", ,"53", ,"1042930"
"Line(00200)","ANCILLARY I & R FRINGE BENEFITS","Q", ,"21", ,"531374", ,"54", ,"531374"
"Line(00300)","ANCILLARY I & R FRINGE BENEFITS","Q", ,"21", ,"23094", ,"55", ,"23094"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 572875"," Report A6000R0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Entity[572875] Report(A6000R0)","Entity[572875] Report(A6000R0[00000])","Entity[572875] Report(A6000R0[00100])", ,"Entity[572875] Report(A6000R0[00300])","Entity[572875] Report(A6000R0[00400])", , ,"Entity[572875] Report(A6000R0[00700])","Entity[572875] Report(A6000R0[00800])"
"Line(00100)","FELLOWS SALARY","R", ,"21","734539", , ,"70","329931"
"Line(00200)","FELLOWS SALARY","R", , , , , ,"76","266140"
"Line(00300)","FELLOWS SALARY","R", , , , , ,"90","138468"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 572875"," Report A6000S0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Entity[572875] Report(A6000S0)","Entity[572875] Report(A6000S0[00000])","Entity[572875] Report(A6000S0[00100])", ,"Entity[572875] Report(A6000S0[00300])", ,"Entity[572875] Report(A6000S0[00500])", ,"Entity[572875] Report(A6000S0[00700])", ,"Entity[572875] Report(A6000S0[00900])"
"Line(00100)","FELLOWS OTHER EXPENSE","S", ,"21", ,"168650", ,"70", ,"75752"
"Line(00200)","FELLOWS OTHER EXPENSE","S", , , , , ,"76", ,"61106"
