"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 558727"," Report A000000 ","-------------","-------------","-----------",""
"Line(00400)","DEPRECIATION","C", , , , , ,"6", ,"14311"
"Line(00500)","DEPRECIATION","C", , , , , ,"7", ,"63312"
"Line(00600)","DEPRECIATION","C", , , , , ,"8", ,"1027"
"Line(00700)","DEPRECIATION","C", , , , , ,"10", ,"128476"
"Line(00800)","DEPRECIATION","C", , , , , ,"13", ,"205854"
"Line(00900)","DEPRECIATION","C", , , , , ,"14", ,"516478"
"Line(01000)","DEPRECIATION","C", , , , , ,"15", ,"1641368"
"Line(01100)","DEPRECIATION","C", , , , , ,"17", ,"1854"
"Line(01200)","DEPRECIATION","C", , , , , ,"18", ,"56491"
"Line(01300)","DEPRECIATION","C", , , , , ,"22", ,"12918"
"Line(01400)","DEPRECIATION","C", , , , , ,"23", ,"16650"
"Line(01500)","DEPRECIATION","C", , , , , ,"23", ,"16746"
"Line(01600)","DEPRECIATION","C", , , , , ,"23", ,"2283"
"Line(01700)","DEPRECIATION","C", , , , , ,"30", ,"4113834"
"Line(01800)","DEPRECIATION","C", , , , , ,"31", ,"179765"
"Line(01900)","DEPRECIATION","C", , , , , ,"32", ,"77748"
"Line(02000)","DEPRECIATION","C", , , , , ,"32", ,"112846"
"Line(02100)","DEPRECIATION","C", , , , , ,"33", ,"21835"
"Line(02200)","DEPRECIATION","C", , , , , ,"34", ,"101964"
"Line(02300)","DEPRECIATION","C", , , , , ,"34", ,"4279"
"Line(02400)","DEPRECIATION","C", , , , , ,"34", ,"130819"
"Line(02500)","DEPRECIATION","C", , , , , ,"34", ,"1200"
"Line(02600)","DEPRECIATION","C", , , , , ,"34", ,"427036"
"Line(02700)","DEPRECIATION","C", , , , , ,"40", ,"10002"
"Line(02800)","DEPRECIATION","C", , , , , ,"43", ,"28225"
"Line(02900)","DEPRECIATION","C", , , , , ,"50", ,"8458765"
"Line(03000)","DEPRECIATION","C", , , , , ,"50", ,"248343"
"Line(03100)","DEPRECIATION","C", , , , , ,"51", ,"133822"
"Line(03200)","DEPRECIATION","C", , , , , ,"53", ,"573824"
"Line(03300)","DEPRECIATION","C", , , , , ,"53", ,"177450"
"Line(03400)","DEPRECIATION","C", , , , , ,"54", ,"9026658"
"Line(03500)","DEPRECIATION","C", , , , , ,"55", ,"1029943"
"Line(03600)","DEPRECIATION","C", , , , , ,"56", ,"183829"
"Line(03700)","DEPRECIATION","C", , , , , ,"60", ,"1563279"
"Line(03800)","DEPRECIATION","C", , , , , ,"60", ,"13459"
"Line(03900)","DEPRECIATION","C", , , , , ,"60", ,"120361"
"Line(04000)","DEPRECIATION","C", , , , , ,"63", ,"55441"
"Line(04100)","DEPRECIATION","C", , , , , ,"65", ,"766781"
"Line(04200)","DEPRECIATION","C", , , , , ,"66", ,"186871"
"Line(04300)","DEPRECIATION","C", , , , , ,"67", ,"16947"
"Line(04400)","DEPRECIATION","C", , , , , ,"68", ,"195627"
"Line(04500)","DEPRECIATION","C", , , , , ,"69", ,"223713"
"Line(04600)","DEPRECIATION","C", , , , , ,"70", ,"454132"
"Line(04700)","DEPRECIATION","C", , , , , ,"73", ,"191276"
"Line(04800)","DEPRECIATION","C", , , , , ,"74", ,"220671"
"Line(04900)","DEPRECIATION","C", , , , , ,"76", ,"25143"
"Line(05000)","DEPRECIATION","C", , , , , ,"76", ,"943409"
"Line(05100)","DEPRECIATION","C", , , , , ,"76", ,"4515"
"Line(05200)","DEPRECIATION","C", , , , , ,"76", ,"398481"
"Line(05300)","DEPRECIATION","C", , , , , ,"76", ,"29228"
"Line(05400)","DEPRECIATION","C", , , , , ,"77", ,"1196"
"Line(05500)","DEPRECIATION","C", , , , , ,"90", ,"80693"
"Line(05600)","DEPRECIATION","C", , , , , ,"90", ,"3353846"
"Line(05700)","DEPRECIATION","C", , , , , ,"90", ,"214298"
"Line(05800)","DEPRECIATION","C", , , , , ,"90", ,"39023"
"Line(05900)","DEPRECIATION","C", , , , , ,"90", ,"145520"
"Line(06000)","DEPRECIATION","C", , , , , ,"90", ,"221136"
"Line(06100)","DEPRECIATION","C", , , , , ,"90", ,"23132"
"Line(06200)","DEPRECIATION","C", , , , , ,"90", ,"2725"
"Line(06300)","DEPRECIATION","C", , , , , ,"90", ,"2202"
"Line(06400)","DEPRECIATION","C", , , , , ,"90", ,"2644"
"Line(06500)","DEPRECIATION","C", , , , , ,"90", ,"6308"
"Line(06600)","DEPRECIATION","C", , , , , ,"90", ,"56804"
"Line(06700)","DEPRECIATION","C", , , , , ,"90", ,"26500"
"Line(06800)","DEPRECIATION","C", , , , , ,"90", ,"2375"
"Line(06900)","DEPRECIATION","C", , , , , ,"90", ,"1417"
"Line(07000)","DEPRECIATION","C", , , , , ,"90", ,"21280"
"Line(07100)","DEPRECIATION","C", , , , , ,"91", ,"297140"
"Line(07200)","DEPRECIATION","C", , , , , ,"94", ,"61472"
"Line(07300)","DEPRECIATION","C", , , , , ,"95", ,"2208601"
"Line(07400)","DEPRECIATION","C", , , , , ,"101", ,"456658"
"Line(07500)","DEPRECIATION","C", , , , , ,"105", ,"484507"
"Line(07600)","DEPRECIATION","C", , , , , ,"106", ,"1070"
"Line(07700)","DEPRECIATION","C", , , , , ,"107", ,"8083"
"Line(07800)","DEPRECIATION","C", , , , , ,"108", ,"2384"
"Line(07900)","DEPRECIATION","C", , , , , ,"112", ,"6445"
"Line(08000)","DEPRECIATION","C", , , , , ,"190", ,"639"
"Line(08100)","DEPRECIATION","C", , , , , ,"191", ,"52342"
"Line(08200)","DEPRECIATION","C", , , , , ,"191", ,"28691"
"Line(08300)","DEPRECIATION","C", , , , , ,"192", ,"1745"
"Line(08400)","DEPRECIATION","C", , , , , ,"192", ,"426529"
"Line(08500)","DEPRECIATION","C", , , , , ,"192", ,"802920"
"Line(08600)","DEPRECIATION","C", , , , , ,"192", ,"929"
"Line(08700)","DEPRECIATION","C", , , , , ,"192", ,"2144"
"Line(08800)","DEPRECIATION","C", , , , , ,"192", ,"672028"
"Line(08900)","DEPRECIATION","C", , , , , ,"192", ,"2506"
"Line(09000)","DEPRECIATION","C", , , , , ,"192", ,"28534"
"Line(09100)","DEPRECIATION","C", , , , , ,"90", ,"2540"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 558727"," Report A6000D0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Entity[558727] Report(A6000D0)","Entity[558727] Report(A6000D0[00000])","Entity[558727] Report(A6000D0[00100])", ,"Entity[558727] Report(A6000D0[00300])", ,"Entity[558727] Report(A6000D0[00500])", ,"Entity[558727] Report(A6000D0[00700])", ,"Entity[558727] Report(A6000D0[00900])","Entity[558727] Report(A6000D0[01000])"
"Line(00100)","DEPRECIATION ALLOCATION","D", ,"4", ,"24532", ,"13", ,"19177","9"
"Line(00200)","DEPRECIATION ALLOCATION","D", ,"5", ,"2901", ,"14", ,"163686"
"Line(00300)","DEPRECIATION ALLOCATION","D", ,"5", ,"850434", ,"32", ,"273"
"Line(00400)","DEPRECIATION ALLOCATION","D", ,"6", ,"1252", ,"33", ,"1741"
"Line(00500)","DEPRECIATION ALLOCATION","D", ,"7", ,"1241", ,"34", ,"389"
"Line(00600)","DEPRECIATION ALLOCATION","D", ,"10", ,"6144", ,"53", ,"17666"
"Line(00700)","DEPRECIATION ALLOCATION","D", ,"15", ,"192497", ,"69", ,"8132"
"Line(00800)","DEPRECIATION ALLOCATION","D", ,"18", ,"1518", ,"76", ,"35715"
"Line(00900)","DEPRECIATION ALLOCATION","D", ,"22", ,"442", ,"90", ,"9793"
"Line(01000)","DEPRECIATION ALLOCATION","D", ,"23", ,"327", ,"90", ,"67486"
"Line(01100)","DEPRECIATION ALLOCATION","D", ,"30", ,"2532061", ,"90", ,"320"
"Line(01200)","DEPRECIATION ALLOCATION","D", ,"31", ,"5110", ,"90", ,"2456"
"Line(01300)","DEPRECIATION ALLOCATION","D", ,"32", ,"5956", ,"90", ,"135"
"Line(01400)","DEPRECIATION ALLOCATION","D", ,"34", ,"15461", ,"91", ,"618691"
"Line(01500)","DEPRECIATION ALLOCATION","D", ,"34", ,"23083", ,"105", ,"22095"
"Line(01600)","DEPRECIATION ALLOCATION","D", ,"34", ,"945", ,"192", ,"160252"
"Line(01700)","DEPRECIATION ALLOCATION","D", ,"34", ,"426571", ,"192", ,"186"
"Line(01800)","DEPRECIATION ALLOCATION","D", ,"40", ,"1162", ,"192", ,"36623"
"Line(01900)","DEPRECIATION ALLOCATION","D", ,"43", ,"1167", ,"192", ,"12530"
"Line(02000)","DEPRECIATION ALLOCATION","D", ,"50", ,"273304", ,"2", ,"8355928","9"
"Line(02100)","DEPRECIATION ALLOCATION","D", ,"50", ,"21174"
"Line(02200)","DEPRECIATION ALLOCATION","D", ,"51", ,"2507"
"Line(02300)","DEPRECIATION ALLOCATION","D", ,"53", ,"55"
"Line(02400)","DEPRECIATION ALLOCATION","D", ,"54", ,"4179849"
"Line(02500)","DEPRECIATION ALLOCATION","D", ,"55", ,"211528"
"Line(02600)","DEPRECIATION ALLOCATION","D", ,"56", ,"24200"
"Line(02700)","DEPRECIATION ALLOCATION","D", ,"60", ,"102548"
"Line(02800)","DEPRECIATION ALLOCATION","D", ,"60", ,"6056"
"Line(02900)","DEPRECIATION ALLOCATION","D", ,"63", ,"2530"
"Line(03000)","DEPRECIATION ALLOCATION","D", ,"65", ,"4345"
"Line(03100)","DEPRECIATION ALLOCATION","D", ,"66", ,"113789"
"Line(03200)","DEPRECIATION ALLOCATION","D", ,"67", ,"185"
"Line(03300)","DEPRECIATION ALLOCATION","D", ,"68", ,"49343"
"Line(03400)","DEPRECIATION ALLOCATION","D", ,"70", ,"50609"
"Line(03500)","DEPRECIATION ALLOCATION","D", ,"73", ,"72940"
"Line(03600)","DEPRECIATION ALLOCATION","D", ,"74", ,"55346"
"Line(03700)","DEPRECIATION ALLOCATION","D", ,"76", ,"823"
"Line(03800)","DEPRECIATION ALLOCATION","D", ,"76", ,"31145"
"Line(03900)","DEPRECIATION ALLOCATION","D", ,"76", ,"9601"
"Line(04000)","DEPRECIATION ALLOCATION","D", ,"90", ,"8512"
"Line(04100)","DEPRECIATION ALLOCATION","D", ,"90", ,"25986"
"Line(04200)","DEPRECIATION ALLOCATION","D", ,"90", ,"22003"
"Line(04300)","DEPRECIATION ALLOCATION","D", ,"90", ,"1754"
"Line(04400)","DEPRECIATION ALLOCATION","D", ,"90", ,"3088"
"Line(04500)","DEPRECIATION ALLOCATION","D", ,"90", ,"4605"
"Line(04600)","DEPRECIATION ALLOCATION","D", ,"90", ,"15070"
"Line(04700)","DEPRECIATION ALLOCATION","D", ,"90", ,"130"
"Line(04800)","DEPRECIATION ALLOCATION","D", ,"95", ,"67050"
"Line(04900)","DEPRECIATION ALLOCATION","D", ,"106", ,"1070"
"Line(05000)","DEPRECIATION ALLOCATION","D", ,"108", ,"122"
"Line(05100)","DEPRECIATION ALLOCATION","D", ,"112", ,"6445"
"Line(05200)","DEPRECIATION ALLOCATION","D", ,"191", ,"10583"
"Line(05300)","DEPRECIATION ALLOCATION","D", ,"191", ,"18564"
"Line(05400)","DEPRECIATION ALLOCATION","D", ,"192", ,"1420"
"Line(05500)","DEPRECIATION ALLOCATION","D", ,"192", ,"41215"
"Line(05600)","DEPRECIATION ALLOCATION","D", ,"192", ,"584"
"Line(05700)","DEPRECIATION ALLOCATION","D", ,"90", ,"392"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 558727"," Report A6000E0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Entity[558727] Report(A6000E0)","Entity[558727] Report(A6000E0[00000])","Entity[558727] Report(A6000E0[00100])", ,"Entity[558727] Report(A6000E0[00300])", ,"Entity[558727] Report(A6000E0[00500])", ,"Entity[558727] Report(A6000E0[00700])", ,"Entity[558727] Report(A6000E0[00900])"
"Line(00100)","DRUGS","E", ,"15", ,"107980874", ,"5", ,"10601"
"Line(00200)","DRUGS","E", ,"60", ,"2925", ,"10", ,"193"
"Line(00300)","DRUGS","E", , , , , ,"14", ,"14411"
"Line(00400)","DRUGS","E", , , , , ,"17", ,"131"
"Line(00500)","DRUGS","E", , , , , ,"18", ,"210"
"Line(00600)","DRUGS","E", , , , , ,"22", ,"1721"
"Line(00700)","DRUGS","E", , , , , ,"30", ,"26660"
"Line(00800)","DRUGS","E", , , , , ,"31", ,"2612"
"Line(00900)","DRUGS","E", , , , , ,"32", ,"2584"
"Line(01000)","DRUGS","E", , , , , ,"32", ,"391"
"Line(01100)","DRUGS","E", , , , , ,"33", ,"546"
"Line(01200)","DRUGS","E", , , , , ,"34", ,"1233"
"Line(01300)","DRUGS","E", , , , , ,"34", ,"2619"
"Line(01400)","DRUGS","E", , , , , ,"34", ,"74"
"Line(01500)","DRUGS","E", , , , , ,"34", ,"102"
"Line(01600)","DRUGS","E", , , , , ,"40", ,"119"
"Line(01700)","DRUGS","E", , , , , ,"43", ,"303"
"Line(01800)","DRUGS","E", , , , , ,"50", ,"576088"
"Line(01900)","DRUGS","E", , , , , ,"50", ,"314"
"Line(02000)","DRUGS","E", , , , , ,"51", ,"111"
"Line(02100)","DRUGS","E", , , , , ,"53", ,"509778"
"Line(02200)","DRUGS","E", , , , , ,"53", ,"27156"
"Line(02300)","DRUGS","E", , , , , ,"54", ,"291654"
"Line(02400)","DRUGS","E", , , , , ,"55", ,"3697"
"Line(02500)","DRUGS","E", , , , , ,"56", ,"173885"
"Line(02600)","DRUGS","E", , , , , ,"59", ,"46984"
"Line(02700)","DRUGS","E", , , , , ,"60", ,"19946"
"Line(02800)","DRUGS","E", , , , , ,"65", ,"563"
"Line(02900)","DRUGS","E", , , , , ,"66", ,"16668"
"Line(03000)","DRUGS","E", , , , , ,"68", ,"10251"
"Line(03100)","DRUGS","E", , , , , ,"69", ,"651"
"Line(03200)","DRUGS","E", , , , , ,"70", ,"18"
"Line(03300)","DRUGS","E", , , , , ,"73", ,"43216847"
"Line(03400)","DRUGS","E", , , , , ,"74", ,"1442632"
"Line(03500)","DRUGS","E", , , , , ,"76", ,"23919"
"Line(03600)","DRUGS","E", , , , , ,"76", ,"15"
"Line(03700)","DRUGS","E", , , , , ,"76", ,"14188"
"Line(03800)","DRUGS","E", , , , , ,"76", ,"1138"
"Line(03900)","DRUGS","E", , , , , ,"90", ,"242514"
"Line(04000)","DRUGS","E", , , , , ,"90", ,"45307463"
"Line(04100)","DRUGS","E", , , , , ,"90", ,"489011"
"Line(04200)","DRUGS","E", , , , , ,"90", ,"472"
"Line(04300)","DRUGS","E", , , , , ,"90", ,"14507"
"Line(04400)","DRUGS","E", , , , , ,"90", ,"746731"
"Line(04500)","DRUGS","E", , , , , ,"90", ,"9"
"Line(04600)","DRUGS","E", , , , , ,"90", ,"548"
"Line(04700)","DRUGS","E", , , , , ,"90", ,"4194"
"Line(04800)","DRUGS","E", , , , , ,"90", ,"6124753"
"Line(04900)","DRUGS","E", , , , , ,"90", ,"164259"
"Line(05000)","DRUGS","E", , , , , ,"90", ,"16096"
"Line(05100)","DRUGS","E", , , , , ,"90", ,"1297"
"Line(05200)","DRUGS","E", , , , , ,"90", ,"266190"
"Line(05300)","DRUGS","E", , , , , ,"90", ,"32"
"Line(05400)","DRUGS","E", , , , , ,"90", ,"56130"
"Line(05500)","DRUGS","E", , , , , ,"91", ,"17434"
"Line(05600)","DRUGS","E", , , , , ,"94", ,"853187"
"Line(05700)","DRUGS","E", , , , , ,"95", ,"56684"
"Line(05800)","DRUGS","E", , , , , ,"101", ,"627207"
"Line(05900)","DRUGS","E", , , , , ,"105", ,"28147"
"Line(06000)","DRUGS","E", , , , , ,"106", ,"11950"
"Line(06100)","DRUGS","E", , , , , ,"107", ,"10428"
"Line(06200)","DRUGS","E", , , , , ,"108", ,"104838"
"Line(06300)","DRUGS","E", , , , , ,"191", ,"5437"
"Line(06400)","DRUGS","E", , , , , ,"191", ,"1884"
"Line(06500)","DRUGS","E", , , , , ,"191", ,"835"
"Line(06600)","DRUGS","E", , , , , ,"192", ,"5049074"
"Line(06700)","DRUGS","E", , , , , ,"192", ,"375"
"Line(06800)","DRUGS","E", , , , , ,"192", ,"644"
"Line(06900)","DRUGS","E", , , , , ,"192", ,"1248194"
"Line(07000)","DRUGS","E", , , , , ,"192", ,"7091"
"Line(07100)","DRUGS","E", , , , , ,"90", ,"85171"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 558727"," Report A6000F0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Entity[558727] Report(A6000F0)","Entity[558727] Report(A6000F0[00000])","Entity[558727] Report(A6000F0[00100])", ,"Entity[558727] Report(A6000F0[00300])", ,"Entity[558727] Report(A6000F0[00500])", ,"Entity[558727] Report(A6000F0[00700])", ,"Entity[558727] Report(A6000F0[00900])"
"Line(00100)","BILLABLE DRUGS","F", ,"73", ,"137297780", ,"15", ,"137297780"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 558727"," Report A6000G0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Entity[558727] Report(A6000G0)","Entity[558727] Report(A6000G0[00000])","Entity[558727] Report(A6000G0[00100])", ,"Entity[558727] Report(A6000G0[00300])", ,"Entity[558727] Report(A6000G0[00500])", ,"Entity[558727] Report(A6000G0[00700])", ,"Entity[558727] Report(A6000G0[00900])"
"Line(00100)","SUPPLIES","G", ,"14", ,"212122325", ,"5", ,"281938"
"Line(00200)","SUPPLIES","G", ,"73", ,"4926", ,"5", ,"121"
"Line(00300)","SUPPLIES","G", , , , , ,"5", ,"214672"
"Line(00400)","SUPPLIES","G", , , , , ,"6", ,"24320"
"Line(00500)","SUPPLIES","G", , , , , ,"7", ,"5925"
"Line(00600)","SUPPLIES","G", , , , , ,"8", ,"86798"
"Line(00700)","SUPPLIES","G", , , , , ,"9", ,"3774"
"Line(00800)","SUPPLIES","G", , , , , ,"10", ,"109577"
"Line(00900)","SUPPLIES","G", , , , , ,"13", ,"22394"
"Line(01000)","SUPPLIES","G", , , , , ,"15", ,"2198345"
"Line(01100)","SUPPLIES","G", , , , , ,"17", ,"1267"
"Line(01200)","SUPPLIES","G", , , , , ,"18", ,"5228"
"Line(01300)","SUPPLIES","G", , , , , ,"21", ,"52"
"Line(01400)","SUPPLIES","G", , , , , ,"22", ,"9858"
"Line(01500)","SUPPLIES","G", , , , , ,"23", ,"63"
"Line(01600)","SUPPLIES","G", , , , , ,"23", ,"3781"
"Line(01700)","SUPPLIES","G", , , , , ,"23", ,"7258"
"Line(01800)","SUPPLIES","G", , , , , ,"23", ,"338"
"Line(01900)","SUPPLIES","G", , , , , ,"23", ,"2491"
"Line(02000)","SUPPLIES","G", , , , , ,"30", ,"14567785"
"Line(02100)","SUPPLIES","G", , , , , ,"31", ,"2120150"
"Line(02200)","SUPPLIES","G", , , , , ,"32", ,"2056826"
"Line(02300)","SUPPLIES","G", , , , , ,"32", ,"365011"
"Line(02400)","SUPPLIES","G", , , , , ,"33", ,"143057"
"Line(02500)","SUPPLIES","G", , , , , ,"34", ,"1011417"
"Line(02600)","SUPPLIES","G", , , , , ,"192", ,"21314"
"Line(02700)","SUPPLIES","G", , , , , ,"34", ,"1087372"
"Line(02800)","SUPPLIES","G", , , , , ,"34", ,"411092"
"Line(02900)","SUPPLIES","G", , , , , ,"34", ,"102722"
"Line(03000)","SUPPLIES","G", , , , , ,"40", ,"55107"
"Line(03100)","SUPPLIES","G", , , , , ,"43", ,"196129"
"Line(03200)","SUPPLIES","G", , , , , ,"50", ,"87904422"
"Line(03300)","SUPPLIES","G", , , , , ,"50", ,"607864"
"Line(03400)","SUPPLIES","G", , , , , ,"51", ,"485141"
"Line(03500)","SUPPLIES","G", , , , , ,"53", ,"3585391"
"Line(03600)","SUPPLIES","G", , , , , ,"53", ,"256821"
"Line(03700)","SUPPLIES","G", , , , , ,"54", ,"12831617"
"Line(03800)","SUPPLIES","G", , , , , ,"55", ,"379096"
"Line(03900)","SUPPLIES","G", , , , , ,"56", ,"4289719"
"Line(04000)","SUPPLIES","G", , , , , ,"59", ,"4627617"
"Line(04100)","SUPPLIES","G", , , , , ,"60", ,"25850160"
"Line(04200)","SUPPLIES","G", , , , , ,"60", ,"1141349"
"Line(04300)","SUPPLIES","G", , , , , ,"60", ,"901410"
"Line(04400)","SUPPLIES","G", , , , , ,"63", ,"13141692"
"Line(04500)","SUPPLIES","G", , , , , ,"65", ,"3927867"
"Line(04600)","SUPPLIES","G", , , , , ,"66", ,"742693"
"Line(04700)","SUPPLIES","G", , , , , ,"67", ,"91917"
"Line(04800)","SUPPLIES","G", , , , , ,"68", ,"2184878"
"Line(04900)","SUPPLIES","G", , , , , ,"69", ,"62995"
"Line(05000)","SUPPLIES","G", , , , , ,"70", ,"300580"
"Line(05100)","SUPPLIES","G", , , , , ,"71", ,"166263"
"Line(05200)","SUPPLIES","G", , , , , ,"74", ,"2105644"
"Line(05300)","SUPPLIES","G", , , , , ,"76", ,"98462"
"Line(05400)","SUPPLIES","G", , , , , ,"76", ,"6637522"
"Line(05500)","SUPPLIES","G", , , , , ,"76", ,"23438"
"Line(05600)","SUPPLIES","G", , , , , ,"76", ,"5369883"
"Line(05700)","SUPPLIES","G", , , , , ,"76", ,"492144"
"Line(05800)","SUPPLIES","G", , , , , ,"77", ,"3407"
"Line(05900)","SUPPLIES","G", , , , , ,"90", ,"92095"
"Line(06000)","SUPPLIES","G", , , , , ,"90", ,"1611789"
"Line(06100)","SUPPLIES","G", , , , , ,"90", ,"6731"
"Line(06200)","SUPPLIES","G", , , , , ,"90", ,"805"
"Line(06300)","SUPPLIES","G", , , , , ,"90", ,"119"
"Line(06400)","SUPPLIES","G", , , , , ,"90", ,"55402"
"Line(06500)","SUPPLIES","G", , , , , ,"90", ,"272780"
"Line(06600)","SUPPLIES","G", , , , , ,"90", ,"65721"
"Line(06700)","SUPPLIES","G", , , , , ,"90", ,"935"
"Line(06800)","SUPPLIES","G", , , , , ,"90", ,"6651"
"Line(06900)","SUPPLIES","G", , , , , ,"90", ,"9121"
"Line(07000)","SUPPLIES","G", , , , , ,"90", ,"22335"
"Line(07100)","SUPPLIES","G", , , , , ,"90", ,"17305"
"Line(07200)","SUPPLIES","G", , , , , ,"90", ,"101433"
"Line(07300)","SUPPLIES","G", , , , , ,"90", ,"44617"
"Line(07400)","SUPPLIES","G", , , , , ,"90", ,"19307"
"Line(07500)","SUPPLIES","G", , , , , ,"90", ,"802"
"Line(07600)","SUPPLIES","G", , , , , ,"90", ,"2816"
"Line(07700)","SUPPLIES","G", , , , , ,"90", ,"21037"
"Line(07800)","SUPPLIES","G", , , , , ,"91", ,"3033599"
"Line(07900)","SUPPLIES","G", , , , , ,"94", ,"1885488"
"Line(08000)","SUPPLIES","G", , , , , ,"95", ,"262589"
"Line(08100)","SUPPLIES","G", , , , , ,"101", ,"329700"
"Line(08200)","SUPPLIES","G", , , , , ,"105", ,"223237"
"Line(08300)","SUPPLIES","G", , , , , ,"106", ,"86"
"Line(08400)","SUPPLIES","G", , , , , ,"108", ,"18"
"Line(08500)","SUPPLIES","G", , , , , ,"112", ,"13488"
"Line(08600)","SUPPLIES","G", , , , , ,"191", ,"335830"
"Line(08700)","SUPPLIES","G", , , , , ,"191", ,"35679"
"Line(08800)","SUPPLIES","G", , , , , ,"191", ,"11415"
"Line(08900)","SUPPLIES","G", , , , , ,"192", ,"185975"
"Line(09000)","SUPPLIES","G", , , , , ,"192", ,"23985"
"Line(09100)","SUPPLIES","G", , , , , ,"192", ,"92678"
"Line(09200)","SUPPLIES","G", , , , , ,"192", ,"5518"
"Line(09300)","SUPPLIES","G", , , , , ,"192", ,"4699"
"Line(09400)","SUPPLIES","G", , , , , ,"90", ,"5292"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 558727"," Report A6000H0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Entity[558727] Report(A6000H0)","Entity[558727] Report(A6000H0[00000])","Entity[558727] Report(A6000H0[00100])", ,"Entity[558727] Report(A6000H0[00300])", ,"Entity[558727] Report(A6000H0[00500])", ,"Entity[558727] Report(A6000H0[00700])", ,"Entity[558727] Report(A6000H0[00900])"
"Line(00100)","BILLABLE SUPPLIES","H", ,"71", ,"94761131", ,"14", ,"94761131"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 558727"," Report A6000I0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Entity[558727] Report(A6000I0)","Entity[558727] Report(A6000I0[00000])","Entity[558727] Report(A6000I0[00100])", ,"Entity[558727] Report(A6000I0[00300])", ,"Entity[558727] Report(A6000I0[00500])", ,"Entity[558727] Report(A6000I0[00700])", ,"Entity[558727] Report(A6000I0[00900])"
"Line(00100)","IMPLANTABLE SUPPLIES","I", ,"72", ,"60197532", ,"71", ,"60197532"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 558727"," Report A6000J0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
