"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 549652"," Report A000000 ","-------------","-------------","-----------",""
"Line(01900)","PATIENT CHARGEABLE DRUGS","C", , , , , ,"21", ,"607"
"Line(02000)","PATIENT CHARGEABLE DRUGS","C", , , , , ,"23", ,"375"
"Line(02100)","PATIENT CHARGEABLE DRUGS","C", , , , , ,"23", ,"3291"
"Line(02200)","PATIENT CHARGEABLE DRUGS","C", , , , , ,"30", ,"531"
"Line(02300)","PATIENT CHARGEABLE DRUGS","C", , , , , ,"31", ,"106"
"Line(02400)","PATIENT CHARGEABLE DRUGS","C", , , , , ,"50", ,"19119"
"Line(02500)","PATIENT CHARGEABLE DRUGS","C", , , , , ,"53", ,"799"
"Line(02600)","PATIENT CHARGEABLE DRUGS","C", , , , , ,"54", ,"18473"
"Line(02700)","PATIENT CHARGEABLE DRUGS","C", , , , , ,"54", ,"2812764"
"Line(02800)","PATIENT CHARGEABLE DRUGS","C", , , , , ,"55", ,"1055"
"Line(02900)","PATIENT CHARGEABLE DRUGS","C", , , , , ,"56", ,"8517576"
"Line(03000)","PATIENT CHARGEABLE DRUGS","C", , , , , ,"60", ,"1625"
"Line(03100)","PATIENT CHARGEABLE DRUGS","C", , , , , ,"60", ,"768"
"Line(03200)","PATIENT CHARGEABLE DRUGS","C", , , , , ,"65", ,"444414"
"Line(03300)","PATIENT CHARGEABLE DRUGS","C", , , , , ,"69", ,"468"
"Line(03400)","PATIENT CHARGEABLE DRUGS","C", , , , , ,"90", ,"16024"
"Line(03500)","PATIENT CHARGEABLE DRUGS","C", , , , , ,"90", ,"591"
"Line(03600)","PATIENT CHARGEABLE DRUGS","C", , , , , ,"90", ,"61"
"Line(03700)","PATIENT CHARGEABLE DRUGS","C", , , , , ,"90", ,"1863"
"Line(03800)","PATIENT CHARGEABLE DRUGS","C", , , , , ,"90", ,"191"
"Line(03900)","PATIENT CHARGEABLE DRUGS","C", , , , , ,"90", ,"4764"
"Line(04000)","PATIENT CHARGEABLE DRUGS","C", , , , , ,"90", ,"194"
"Line(04100)","PATIENT CHARGEABLE DRUGS","C", , , , , ,"90", ,"941"
"Line(04200)","PATIENT CHARGEABLE DRUGS","C", , , , , ,"90", ,"1182"
"Line(04300)","PATIENT CHARGEABLE DRUGS","C", , , , , ,"90", ,"41067"
"Line(04400)","PATIENT CHARGEABLE DRUGS","C", , , , , ,"90", ,"29088"
"Line(04500)","PATIENT CHARGEABLE DRUGS","C", , , , , ,"90", ,"6689"
"Line(04600)","PATIENT CHARGEABLE DRUGS","C", , , , , ,"90", ,"6926"
"Line(04700)","PATIENT CHARGEABLE DRUGS","C", , , , , ,"90", ,"5655"
"Line(04800)","PATIENT CHARGEABLE DRUGS","C", , , , , ,"90", ,"75"
"Line(04900)","PATIENT CHARGEABLE DRUGS","C", , , , , ,"90", ,"809"
"Line(05000)","PATIENT CHARGEABLE DRUGS","C", , , , , ,"90", ,"511"
"Line(05100)","PATIENT CHARGEABLE DRUGS","C", , , , , ,"90", ,"1308"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 549652"," Report A6000D0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Entity[549652] Report(A6000D0)","Entity[549652] Report(A6000D0[00000])","Entity[549652] Report(A6000D0[00100])", ,"Entity[549652] Report(A6000D0[00300])", ,"Entity[549652] Report(A6000D0[00500])", ,"Entity[549652] Report(A6000D0[00700])", ,"Entity[549652] Report(A6000D0[00900])","Entity[549652] Report(A6000D0[01000])"
"Line(00100)","EQUIPMENT RENTAL","D", ,"2", ,"18287560", ,"4", ,"94397","10"
"Line(00200)","EQUIPMENT RENTAL","D", , , , , ,"5", ,"234725"
"Line(00300)","EQUIPMENT RENTAL","D", , , , , ,"5", ,"67461"
"Line(00400)","EQUIPMENT RENTAL","D", , , , , ,"5", ,"2689"
"Line(00500)","EQUIPMENT RENTAL","D", , , , , ,"5", ,"68806"
"Line(00600)","EQUIPMENT RENTAL","D", , , , , ,"5", ,"10117937"
"Line(00700)","EQUIPMENT RENTAL","D", , , , , ,"6", ,"268429"
"Line(00800)","EQUIPMENT RENTAL","D", , , , , ,"7", ,"8729"
"Line(00900)","EQUIPMENT RENTAL","D", , , , , ,"9", ,"128201"
"Line(01000)","EQUIPMENT RENTAL","D", , , , , ,"10", ,"3835"
"Line(01100)","EQUIPMENT RENTAL","D", , , , , ,"12", ,"24210"
"Line(01200)","EQUIPMENT RENTAL","D", , , , , ,"12", ,"15190"
"Line(01300)","EQUIPMENT RENTAL","D", , , , , ,"12", ,"3011"
"Line(01400)","EQUIPMENT RENTAL","D", , , , , ,"12", ,"4429"
"Line(01500)","EQUIPMENT RENTAL","D", , , , , ,"12", ,"55244"
"Line(01600)","EQUIPMENT RENTAL","D", , , , , ,"12", ,"45026"
"Line(01700)","EQUIPMENT RENTAL","D", , , , , ,"13", ,"172462"
"Line(01800)","EQUIPMENT RENTAL","D", , , , , ,"13", ,"14411"
"Line(01900)","EQUIPMENT RENTAL","D", , , , , ,"13", ,"88844"
"Line(02000)","EQUIPMENT RENTAL","D", , , , , ,"13", ,"31344"
"Line(02100)","EQUIPMENT RENTAL","D", , , , , ,"13", ,"6180"
"Line(02200)","EQUIPMENT RENTAL","D", , , , , ,"13", ,"7409"
"Line(02300)","EQUIPMENT RENTAL","D", , , , , ,"14", ,"1738387"
"Line(02400)","EQUIPMENT RENTAL","D", , , , , ,"15", ,"1996618"
"Line(02500)","EQUIPMENT RENTAL","D", , , , , ,"16", ,"43770"
"Line(02600)","EQUIPMENT RENTAL","D", , , , , ,"16", ,"6335"
"Line(02700)","EQUIPMENT RENTAL","D", , , , , ,"16", ,"9138"
"Line(02800)","EQUIPMENT RENTAL","D", , , , , ,"17", ,"6984"
"Line(02900)","EQUIPMENT RENTAL","D", , , , , ,"21", ,"39551"
"Line(03000)","EQUIPMENT RENTAL","D", , , , , ,"23", ,"9395"
"Line(03100)","EQUIPMENT RENTAL","D", , , , , ,"23", ,"3571"
"Line(03200)","EQUIPMENT RENTAL","D", , , , , ,"23", ,"4656"
"Line(03300)","EQUIPMENT RENTAL","D", , , , , ,"30", ,"47846"
"Line(03400)","EQUIPMENT RENTAL","D", , , , , ,"31", ,"17564"
"Line(03500)","EQUIPMENT RENTAL","D", , , , , ,"50", ,"48991"
"Line(03600)","EQUIPMENT RENTAL","D", , , , , ,"53", ,"23967"
"Line(03700)","EQUIPMENT RENTAL","D", , , , , ,"54", ,"706035"
"Line(03800)","EQUIPMENT RENTAL","D", , , , , ,"54", ,"1671"
"Line(03900)","EQUIPMENT RENTAL","D", , , , , ,"55", ,"14008"
"Line(04000)","EQUIPMENT RENTAL","D", , , , , ,"56", ,"8292"
"Line(04100)","EQUIPMENT RENTAL","D", , , , , ,"60", ,"46416"
"Line(04200)","EQUIPMENT RENTAL","D", , , , , ,"60", ,"536562"
"Line(04300)","EQUIPMENT RENTAL","D", , , , , ,"62", ,"51576"
"Line(04400)","EQUIPMENT RENTAL","D", , , , , ,"62", ,"18485"
"Line(04500)","EQUIPMENT RENTAL","D", , , , , ,"65", ,"12257"
"Line(04600)","EQUIPMENT RENTAL","D", , , , , ,"66", ,"2604"
"Line(04700)","EQUIPMENT RENTAL","D", , , , , ,"90", ,"5759"
"Line(04800)","EQUIPMENT RENTAL","D", , , , , ,"90", ,"8135"
"Line(04900)","EQUIPMENT RENTAL","D", , , , , ,"90", ,"16612"
"Line(05000)","EQUIPMENT RENTAL","D", , , , , ,"90", ,"30362"
"Line(05100)","EQUIPMENT RENTAL","D", , , , , ,"90", ,"62113"
"Line(05200)","EQUIPMENT RENTAL","D", , , , , ,"90", ,"10525"
"Line(05300)","EQUIPMENT RENTAL","D", , , , , ,"90", ,"2017"
"Line(05400)","EQUIPMENT RENTAL","D", , , , , ,"90", ,"24096"
"Line(05500)","EQUIPMENT RENTAL","D", , , , , ,"90", ,"27785"
"Line(05600)","EQUIPMENT RENTAL","D", , , , , ,"90", ,"14722"
"Line(05700)","EQUIPMENT RENTAL","D", , , , , ,"90", ,"10069"
"Line(05800)","EQUIPMENT RENTAL","D", , , , , ,"90", ,"23893"
"Line(05900)","EQUIPMENT RENTAL","D", , , , , ,"90", ,"21036"
"Line(06000)","EQUIPMENT RENTAL","D", , , , , ,"90", ,"435"
"Line(06100)","EQUIPMENT RENTAL","D", , , , , ,"90", ,"17622"
"Line(06200)","EQUIPMENT RENTAL","D", , , , , ,"90", ,"21946"
"Line(06300)","EQUIPMENT RENTAL","D", , , , , ,"90", ,"13546"
"Line(06400)","EQUIPMENT RENTAL","D", , , , , ,"90", ,"26125"
"Line(06500)","EQUIPMENT RENTAL","D", , , , , ,"90", ,"73838"
"Line(06600)","EQUIPMENT RENTAL","D", , , , , ,"90", ,"43091"
"Line(06700)","EQUIPMENT RENTAL","D", , , , , ,"90", ,"69174"
"Line(06800)","EQUIPMENT RENTAL","D", , , , , ,"90", ,"10060"
"Line(06900)","EQUIPMENT RENTAL","D", , , , , ,"90", ,"20034"
"Line(07000)","EQUIPMENT RENTAL","D", , , , , ,"90", ,"74723"
"Line(07100)","EQUIPMENT RENTAL","D", , , , , ,"90", ,"81265"
"Line(07200)","EQUIPMENT RENTAL","D", , , , , ,"90", ,"16640"
"Line(07300)","EQUIPMENT RENTAL","D", , , , , ,"90", ,"18148"
"Line(07400)","EQUIPMENT RENTAL","D", , , , , ,"190", ,"6647"
"Line(07500)","EQUIPMENT RENTAL","D", , , , , ,"191", ,"520755"
"Line(07600)","EQUIPMENT RENTAL","D", , , , , ,"191", ,"17890"
"Line(07700)","EQUIPMENT RENTAL","D", , , , , ,"192", ,"35023"
"Line(07800)","EQUIPMENT RENTAL","D", , , , , ,"194", ,"81286"
"Line(07900)","EQUIPMENT RENTAL","D", , , , , ,"194", ,"10155"
"Line(08000)","EQUIPMENT RENTAL","D", , , , , ,"194", ,"14385"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 549652"," Report A6000E0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Entity[549652] Report(A6000E0)","Entity[549652] Report(A6000E0[00000])","Entity[549652] Report(A6000E0[00100])", ,"Entity[549652] Report(A6000E0[00300])","Entity[549652] Report(A6000E0[00400])","Entity[549652] Report(A6000E0[00500])", ,"Entity[549652] Report(A6000E0[00700])","Entity[549652] Report(A6000E0[00800])","Entity[549652] Report(A6000E0[00900])"
"Line(00100)","ICU EXPENSE","E", ,"30","245067","100134", ,"31","270076","110353"
"Line(00200)","ICU EXPENSE","E", ,"50","25009","10219"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 549652"," Report A6000F0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Entity[549652] Report(A6000F0)","Entity[549652] Report(A6000F0[00000])","Entity[549652] Report(A6000F0[00100])", ,"Entity[549652] Report(A6000F0[00300])","Entity[549652] Report(A6000F0[00400])","Entity[549652] Report(A6000F0[00500])", ,"Entity[549652] Report(A6000F0[00700])","Entity[549652] Report(A6000F0[00800])","Entity[549652] Report(A6000F0[00900])"
"Line(00100)","PACU EXPENSE","F", ,"30","2421844","686645", ,"50","2421844","686645"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 549652"," Report A6000J0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Entity[549652] Report(A6000J0)","Entity[549652] Report(A6000J0[00000])","Entity[549652] Report(A6000J0[00100])", ,"Entity[549652] Report(A6000J0[00300])", ,"Entity[549652] Report(A6000J0[00500])", ,"Entity[549652] Report(A6000J0[00700])", ,"Entity[549652] Report(A6000J0[00900])","Entity[549652] Report(A6000J0[01000])"
"Line(00100)","PROPERTY INSURANCE","J", ,"2", ,"7013226", ,"5", ,"7013226","12"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 549652"," Report A6000K0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Entity[549652] Report(A6000K0)","Entity[549652] Report(A6000K0[00000])","Entity[549652] Report(A6000K0[00100])", ,"Entity[549652] Report(A6000K0[00300])", ,"Entity[549652] Report(A6000K0[00500])", ,"Entity[549652] Report(A6000K0[00700])", ,"Entity[549652] Report(A6000K0[00900])"
"Line(00100)","STAFF MALPRACTICE","K", ,"13", ,"308", ,"192", ,"185252"
"Line(00200)","STAFF MALPRACTICE","K", ,"21", ,"16793"
"Line(00300)","STAFF MALPRACTICE","K", ,"31", ,"741"
"Line(00400)","STAFF MALPRACTICE","K", ,"50", ,"1793"
"Line(00500)","STAFF MALPRACTICE","K", ,"53", ,"2298"
"Line(00600)","STAFF MALPRACTICE","K", ,"54", ,"2480"
"Line(00700)","STAFF MALPRACTICE","K", ,"55", ,"1548"
"Line(00800)","STAFF MALPRACTICE","K", ,"56", ,"269"
"Line(00900)","STAFF MALPRACTICE","K", ,"60", ,"2209"
"Line(01000)","STAFF MALPRACTICE","K", ,"60", ,"501"
"Line(01100)","STAFF MALPRACTICE","K", ,"65", ,"285"
"Line(01200)","STAFF MALPRACTICE","K", ,"90", ,"260"
"Line(01300)","STAFF MALPRACTICE","K", ,"90", ,"1401"
"Line(01400)","STAFF MALPRACTICE","K", ,"90", ,"1047"
"Line(01500)","STAFF MALPRACTICE","K", ,"90", ,"1108"
"Line(01600)","STAFF MALPRACTICE","K", ,"90", ,"568"
"Line(01700)","STAFF MALPRACTICE","K", ,"90", ,"730"
"Line(01800)","STAFF MALPRACTICE","K", ,"90", ,"995"
"Line(01900)","STAFF MALPRACTICE","K", ,"90", ,"226"
"Line(02000)","STAFF MALPRACTICE","K", ,"90", ,"489"
"Line(02100)","STAFF MALPRACTICE","K", ,"90", ,"569"
"Line(02200)","STAFF MALPRACTICE","K", ,"90", ,"402"
"Line(02300)","STAFF MALPRACTICE","K", ,"90", ,"1280"
"Line(02400)","STAFF MALPRACTICE","K", ,"90", ,"676"
"Line(02500)","STAFF MALPRACTICE","K", ,"90", ,"1028"
"Line(02600)","STAFF MALPRACTICE","K", ,"90", ,"479"
"Line(02700)","STAFF MALPRACTICE","K", ,"90", ,"1306"
"Line(02800)","STAFF MALPRACTICE","K", ,"90", ,"497"
"Line(02900)","STAFF MALPRACTICE","K", ,"90", ,"329"
"Line(03000)","STAFF MALPRACTICE","K", ,"90", ,"700"
"Line(03100)","STAFF MALPRACTICE","K", ,"90", ,"178"
"Line(03200)","STAFF MALPRACTICE","K", ,"90", ,"255"
"Line(03300)","STAFF MALPRACTICE","K", ,"90", ,"134"
"Line(03400)","STAFF MALPRACTICE","K", ,"90", ,"275"
"Line(03500)","STAFF MALPRACTICE","K", ,"191", ,"23521"
"Line(03600)","STAFF MALPRACTICE","K", ,"192", ,"114265"
"Line(03700)","STAFF MALPRACTICE","K", ,"194", ,"3309"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 549652"," Report A6000L0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Entity[549652] Report(A6000L0)","Entity[549652] Report(A6000L0[00000])","Entity[549652] Report(A6000L0[00100])", ,"Entity[549652] Report(A6000L0[00300])", ,"Entity[549652] Report(A6000L0[00500])", ,"Entity[549652] Report(A6000L0[00700])", ,"Entity[549652] Report(A6000L0[00900])"
"Line(00100)","RESIDENT MALPRACTICE","L", ,"21", ,"362348", ,"21", ,"317712"
"Line(00200)","RESIDENT MALPRACTICE","L", ,"100", ,"148042", ,"50", ,"89073"
"Line(00300)","RESIDENT MALPRACTICE","L", ,"192", ,"246813", ,"53", ,"21527"
"Line(00400)","RESIDENT MALPRACTICE","L", , , , , ,"54", ,"19504"
"Line(00500)","RESIDENT MALPRACTICE","L", , , , , ,"55", ,"45909"
"Line(00600)","RESIDENT MALPRACTICE","L", , , , , ,"60", ,"44842"
"Line(00700)","RESIDENT MALPRACTICE","L", , , , , ,"60", ,"126"
"Line(00800)","RESIDENT MALPRACTICE","L", , , , , ,"65", ,"781"
"Line(00900)","RESIDENT MALPRACTICE","L", , , , , ,"90", ,"8877"
"Line(01000)","RESIDENT MALPRACTICE","L", , , , , ,"90", ,"1084"
"Line(01100)","RESIDENT MALPRACTICE","L", , , , , ,"90", ,"9227"
"Line(01200)","RESIDENT MALPRACTICE","L", , , , , ,"90", ,"417"
"Line(01300)","RESIDENT MALPRACTICE","L", , , , , ,"90", ,"3284"
"Line(01400)","RESIDENT MALPRACTICE","L", , , , , ,"90", ,"21661"
"Line(01500)","RESIDENT MALPRACTICE","L", , , , , ,"90", ,"2167"
"Line(01600)","RESIDENT MALPRACTICE","L", , , , , ,"90", ,"1084"
"Line(01700)","RESIDENT MALPRACTICE","L", , , , , ,"90", ,"960"
"Line(01800)","RESIDENT MALPRACTICE","L", , , , , ,"90", ,"529"
"Line(01900)","RESIDENT MALPRACTICE","L", , , , , ,"90", ,"57652"
"Line(02000)","RESIDENT MALPRACTICE","L", , , , , ,"90", ,"126"
"Line(02100)","RESIDENT MALPRACTICE","L", , , , , ,"90", ,"44296"
"Line(02200)","RESIDENT MALPRACTICE","L", , , , , ,"90", ,"29761"
"Line(02300)","RESIDENT MALPRACTICE","L", , , , , ,"90", ,"27510"
"Line(02400)","RESIDENT MALPRACTICE","L", , , , , ,"90", ,"5527"
"Line(02500)","RESIDENT MALPRACTICE","L", , , , , ,"191", ,"3567"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 549652"," Report A6000M0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Entity[549652] Report(A6000M0)","Entity[549652] Report(A6000M0[00000])","Entity[549652] Report(A6000M0[00100])", ,"Entity[549652] Report(A6000M0[00300])","Entity[549652] Report(A6000M0[00400])", , ,"Entity[549652] Report(A6000M0[00700])","Entity[549652] Report(A6000M0[00800])"
"Line(00100)","DIRECT ASSIGNMENT OF RESEARCH","M", ,"191","1512004", , ,"12","31145"
"Line(00200)","DIRECT ASSIGNMENT OF RESEARCH","M", , , , , ,"12","191669"
"Line(00300)","DIRECT ASSIGNMENT OF RESEARCH","M", , , , , ,"12","44071"
"Line(00400)","DIRECT ASSIGNMENT OF RESEARCH","M", , , , , ,"12","29837"
"Line(00500)","DIRECT ASSIGNMENT OF RESEARCH","M", , , , , ,"12","1215282"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 549652"," Report A6000O0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Entity[549652] Report(A6000O0)","Entity[549652] Report(A6000O0[00000])","Entity[549652] Report(A6000O0[00100])", ,"Entity[549652] Report(A6000O0[00300])", ,"Entity[549652] Report(A6000O0[00500])", ,"Entity[549652] Report(A6000O0[00700])", ,"Entity[549652] Report(A6000O0[00900])"
"Line(00100)","INSTITUTIONAL EXPENSE","O", ,"191", ,"2991982", ,"5", ,"2991982"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 549652"," Report A6000P0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Entity[549652] Report(A6000P0)","Entity[549652] Report(A6000P0[00000])","Entity[549652] Report(A6000P0[00100])", ,"Entity[549652] Report(A6000P0[00300])", ,"Entity[549652] Report(A6000P0[00500])", ,"Entity[549652] Report(A6000P0[00700])", ,"Entity[549652] Report(A6000P0[00900])"
"Line(00100)","RETAIL PHARMACY REBATE","P", ,"15", ,"154287", ,"194", ,"154287"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 549652"," Report A6000Q0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Entity[549652] Report(A6000Q0)","Entity[549652] Report(A6000Q0[00000])","Entity[549652] Report(A6000Q0[00100])", ,"Entity[549652] Report(A6000Q0[00300])","Entity[549652] Report(A6000Q0[00400])","Entity[549652] Report(A6000Q0[00500])", ,"Entity[549652] Report(A6000Q0[00700])","Entity[549652] Report(A6000Q0[00800])","Entity[549652] Report(A6000Q0[00900])"
"Line(00100)","PASTORAL CARE","Q", ,"17","888523","18339", ,"23","888523","18339"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 549652"," Report A6000R0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Entity[549652] Report(A6000R0)","Entity[549652] Report(A6000R0[00000])","Entity[549652] Report(A6000R0[00100])", ,"Entity[549652] Report(A6000R0[00300])","Entity[549652] Report(A6000R0[00400])","Entity[549652] Report(A6000R0[00500])", ,"Entity[549652] Report(A6000R0[00700])","Entity[549652] Report(A6000R0[00800])","Entity[549652] Report(A6000R0[00900])"
"Line(00100)","RETAIL PHARMACY ADMINISTRATION COST","R", ,"194","801449","241714", ,"15","801449","241714"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 549652"," Report A6000S0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Entity[549652] Report(A6000S0)","Entity[549652] Report(A6000S0[00000])","Entity[549652] Report(A6000S0[00100])", ,"Entity[549652] Report(A6000S0[00300])","Entity[549652] Report(A6000S0[00400])","Entity[549652] Report(A6000S0[00500])", ,"Entity[549652] Report(A6000S0[00700])","Entity[549652] Report(A6000S0[00800])","Entity[549652] Report(A6000S0[00900])"
"Line(00100)","SATELLITE CLINICS","S", ,"90","714723","658649", ,"13","3064517","3974340"
"Line(00200)","SATELLITE CLINICS","S", ,"90","820018","1171619"
"Line(00300)","SATELLITE CLINICS","S", ,"90","763394","952530"
"Line(00400)","SATELLITE CLINICS","S", ,"90","766382","1191542"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 549652"," Report A6000T0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Entity[549652] Report(A6000T0)","Entity[549652] Report(A6000T0[00000])","Entity[549652] Report(A6000T0[00100])", ,"Entity[549652] Report(A6000T0[00300])","Entity[549652] Report(A6000T0[00400])","Entity[549652] Report(A6000T0[00500])", ,"Entity[549652] Report(A6000T0[00700])","Entity[549652] Report(A6000T0[00800])","Entity[549652] Report(A6000T0[00900])"
"Line(00100)","VOLUNTEER SERVICES","T", ,"17","710290","18715", ,"190","710290","18715"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 549652"," Report A6000U0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Entity[549652] Report(A6000U0)","Entity[549652] Report(A6000U0[00000])","Entity[549652] Report(A6000U0[00100])", ,"Entity[549652] Report(A6000U0[00300])", ,"Entity[549652] Report(A6000U0[00500])", ,"Entity[549652] Report(A6000U0[00700])", ,"Entity[549652] Report(A6000U0[00900])"
"Line(00100)","SERVICES PROVIDED BY OTHER HOSP","U", ,"54", ,"296685", ,"13", ,"388604"
"Line(00200)","SERVICES PROVIDED BY OTHER HOSP","U", ,"55", ,"64160"
"Line(00300)","SERVICES PROVIDED BY OTHER HOSP","U", ,"59", ,"17349"
"Line(00400)","SERVICES PROVIDED BY OTHER HOSP","U", ,"65", ,"10410"
"----------------","----------------","----------------","----------------","----------------","----------------"
