"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 562588"," Report A000000 ","-------------","-------------","-----------",""
"Line(04900)","EQUIPMENT DEPRECIATION","B", , , , , ,"63", ,"69576"
"Line(05000)","EQUIPMENT DEPRECIATION","B", , , , , ,"63", ,"302"
"Line(05100)","EQUIPMENT DEPRECIATION","B", , , , , ,"64", ,"4919"
"Line(05200)","EQUIPMENT DEPRECIATION","B", , , , , ,"65", ,"219185"
"Line(05300)","EQUIPMENT DEPRECIATION","B", , , , , ,"65", ,"36216"
"Line(05400)","EQUIPMENT DEPRECIATION","B", , , , , ,"65", ,"32296"
"Line(05500)","EQUIPMENT DEPRECIATION","B", , , , , ,"66", ,"23052"
"Line(05600)","EQUIPMENT DEPRECIATION","B", , , , , ,"67", ,"4360"
"Line(05700)","EQUIPMENT DEPRECIATION","B", , , , , ,"68", ,"71"
"Line(05800)","EQUIPMENT DEPRECIATION","B", , , , , ,"68", ,"11885"
"Line(05900)","EQUIPMENT DEPRECIATION","B", , , , , ,"68", ,"933"
"Line(06000)","EQUIPMENT DEPRECIATION","B", , , , , ,"69", ,"4002"
"Line(06100)","EQUIPMENT DEPRECIATION","B", , , , , ,"69", ,"1851"
"Line(06200)","EQUIPMENT DEPRECIATION","B", , , , , ,"70", ,"61524"
"Line(06300)","EQUIPMENT DEPRECIATION","B", , , , , ,"71", ,"53738"
"Line(06400)","EQUIPMENT DEPRECIATION","B", , , , , ,"74", ,"525955"
"Line(06500)","EQUIPMENT DEPRECIATION","B", , , , , ,"76", ,"905"
"Line(06600)","EQUIPMENT DEPRECIATION","B", , , , , ,"90", ,"2168984"
"Line(06700)","EQUIPMENT DEPRECIATION","B", , , , , ,"90", ,"15319"
"Line(06800)","EQUIPMENT DEPRECIATION","B", , , , , ,"90", ,"11885"
"Line(06900)","EQUIPMENT DEPRECIATION","B", , , , , ,"90", ,"83693"
"Line(07000)","EQUIPMENT DEPRECIATION","B", , , , , ,"90", ,"111486"
"Line(07100)","EQUIPMENT DEPRECIATION","B", , , , , ,"90", ,"9529"
"Line(07200)","EQUIPMENT DEPRECIATION","B", , , , , ,"90", ,"233721"
"Line(07300)","EQUIPMENT DEPRECIATION","B", , , , , ,"90", ,"7198"
"Line(07400)","EQUIPMENT DEPRECIATION","B", , , , , ,"90", ,"33712"
"Line(07500)","EQUIPMENT DEPRECIATION","B", , , , , ,"90", ,"4411"
"Line(07600)","EQUIPMENT DEPRECIATION","B", , , , , ,"90", ,"91769"
"Line(07700)","EQUIPMENT DEPRECIATION","B", , , , , ,"90", ,"77155"
"Line(07800)","EQUIPMENT DEPRECIATION","B", , , , , ,"90", ,"1289"
"Line(07900)","EQUIPMENT DEPRECIATION","B", , , , , ,"90", ,"3042"
"Line(08000)","EQUIPMENT DEPRECIATION","B", , , , , ,"90", ,"351575"
"Line(08100)","EQUIPMENT DEPRECIATION","B", , , , , ,"90", ,"573"
"Line(08200)","EQUIPMENT DEPRECIATION","B", , , , , ,"90", ,"24691"
"Line(08300)","EQUIPMENT DEPRECIATION","B", , , , , ,"90", ,"414618"
"Line(08400)","EQUIPMENT DEPRECIATION","B", , , , , ,"90", ,"1038"
"Line(08500)","EQUIPMENT DEPRECIATION","B", , , , , ,"90", ,"337144"
"Line(08600)","EQUIPMENT DEPRECIATION","B", , , , , ,"91", ,"175005"
"Line(08700)","EQUIPMENT DEPRECIATION","B", , , , , ,"91", ,"11020"
"Line(08800)","EQUIPMENT DEPRECIATION","B", , , , , ,"94", ,"2164"
"Line(08900)","EQUIPMENT DEPRECIATION","B", , , , , ,"101", ,"14073"
"Line(09000)","EQUIPMENT DEPRECIATION","B", , , , , ,"101", ,"5984"
"Line(09100)","EQUIPMENT DEPRECIATION","B", , , , , ,"105", ,"1623"
"Line(09200)","EQUIPMENT DEPRECIATION","B", , , , , ,"106", ,"7011"
"Line(09300)","EQUIPMENT DEPRECIATION","B", , , , , ,"112", ,"12533"
"Line(09400)","EQUIPMENT DEPRECIATION","B", , , , , ,"116", ,"2263"
"Line(09500)","EQUIPMENT DEPRECIATION","B", , , , , ,"116", ,"151"
"Line(09600)","EQUIPMENT DEPRECIATION","B", , , , , ,"190", ,"8629"
"Line(09700)","EQUIPMENT DEPRECIATION","B", , , , , ,"190", ,"4107"
"Line(09800)","EQUIPMENT DEPRECIATION","B", , , , , ,"191", ,"66465"
"Line(09900)","EQUIPMENT DEPRECIATION","B", , , , , ,"191", ,"329834"
"Line(10000)","EQUIPMENT DEPRECIATION","B", , , , , ,"191", ,"15951"
"Line(10100)","EQUIPMENT DEPRECIATION","B", , , , , ,"194", ,"309"
"Line(10200)","EQUIPMENT DEPRECIATION","B", , , , , ,"194", ,"245"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 562588"," Report A6000C0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Entity[562588] Report(A6000C0)","Entity[562588] Report(A6000C0[00000])","Entity[562588] Report(A6000C0[00100])", ,"Entity[562588] Report(A6000C0[00300])", ,"Entity[562588] Report(A6000C0[00500])", ,"Entity[562588] Report(A6000C0[00700])", ,"Entity[562588] Report(A6000C0[00900])","Entity[562588] Report(A6000C0[01000])"
"Line(00100)","BLDG RENT AND LEASE EXPENSE","C", ,"1", ,"8197977", ,"5", ,"234871","9"
"Line(00200)","BLDG RENT AND LEASE EXPENSE","C", , , , , ,"7", ,"697605"
"Line(00300)","BLDG RENT AND LEASE EXPENSE","C", , , , , ,"22", ,"3596"
"Line(00400)","BLDG RENT AND LEASE EXPENSE","C", , , , , ,"30", ,"1970"
"Line(00500)","BLDG RENT AND LEASE EXPENSE","C", , , , , ,"50", ,"110600"
"Line(00600)","BLDG RENT AND LEASE EXPENSE","C", , , , , ,"54", ,"372184"
"Line(00700)","BLDG RENT AND LEASE EXPENSE","C", , , , , ,"60", ,"133198"
"Line(00800)","BLDG RENT AND LEASE EXPENSE","C", , , , , ,"63", ,"3774"
"Line(00900)","BLDG RENT AND LEASE EXPENSE","C", , , , , ,"66", ,"217743"
"Line(01000)","BLDG RENT AND LEASE EXPENSE","C", , , , , ,"67", ,"52686"
"Line(01100)","BLDG RENT AND LEASE EXPENSE","C", , , , , ,"68", ,"6051"
"Line(01200)","BLDG RENT AND LEASE EXPENSE","C", , , , , ,"74", ,"451779"
"Line(01300)","BLDG RENT AND LEASE EXPENSE","C", , , , , ,"90", ,"822170"
"Line(01400)","BLDG RENT AND LEASE EXPENSE","C", , , , , ,"90", ,"68505"
"Line(01500)","BLDG RENT AND LEASE EXPENSE","C", , , , , ,"90", ,"222757"
"Line(01600)","BLDG RENT AND LEASE EXPENSE","C", , , , , ,"90", ,"220409"
"Line(01700)","BLDG RENT AND LEASE EXPENSE","C", , , , , ,"90", ,"334021"
"Line(01800)","BLDG RENT AND LEASE EXPENSE","C", , , , , ,"90", ,"61300"
"Line(01900)","BLDG RENT AND LEASE EXPENSE","C", , , , , ,"90", ,"150235"
"Line(02000)","BLDG RENT AND LEASE EXPENSE","C", , , , , ,"90", ,"130033"
"Line(02100)","BLDG RENT AND LEASE EXPENSE","C", , , , , ,"90", ,"272566"
"Line(02200)","BLDG RENT AND LEASE EXPENSE","C", , , , , ,"90", ,"2200"
"Line(02300)","BLDG RENT AND LEASE EXPENSE","C", , , , , ,"90", ,"1122859"
"Line(02400)","BLDG RENT AND LEASE EXPENSE","C", , , , , ,"90", ,"95968"
"Line(02500)","BLDG RENT AND LEASE EXPENSE","C", , , , , ,"90", ,"1649407"
"Line(02600)","BLDG RENT AND LEASE EXPENSE","C", , , , , ,"90", ,"211196"
"Line(02700)","BLDG RENT AND LEASE EXPENSE","C", , , , , ,"90", ,"4200"
"Line(02800)","BLDG RENT AND LEASE EXPENSE","C", , , , , ,"101", ,"31212"
"Line(02900)","BLDG RENT AND LEASE EXPENSE","C", , , , , ,"116", ,"135202"
"Line(03000)","BLDG RENT AND LEASE EXPENSE","C", , , , , ,"116", ,"31212"
"Line(03100)","BLDG RENT AND LEASE EXPENSE","C", , , , , ,"191", ,"137039"
"Line(03200)","BLDG RENT AND LEASE EXPENSE","C", , , , , ,"191", ,"209429"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 562588"," Report A6000D0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Entity[562588] Report(A6000D0)","Entity[562588] Report(A6000D0[00000])","Entity[562588] Report(A6000D0[00100])", ,"Entity[562588] Report(A6000D0[00300])", ,"Entity[562588] Report(A6000D0[00500])", ,"Entity[562588] Report(A6000D0[00700])", ,"Entity[562588] Report(A6000D0[00900])","Entity[562588] Report(A6000D0[01000])"
"Line(00100)","EQUIPMENT RENTAL","D", ,"2", ,"5484175", ,"5", ,"132264","9"
"Line(00200)","EQUIPMENT RENTAL","D", ,"2", ,"380506", ,"7", ,"33721","9"
"Line(00300)","EQUIPMENT RENTAL","D", , , , , ,"7", ,"1071"
"Line(00400)","EQUIPMENT RENTAL","D", , , , , ,"8", ,"43"
"Line(00500)","EQUIPMENT RENTAL","D", , , , , ,"9", ,"1473"
"Line(00600)","EQUIPMENT RENTAL","D", , , , , ,"9", ,"1296"
"Line(00700)","EQUIPMENT RENTAL","D", , , , , ,"10", ,"23428"
"Line(00800)","EQUIPMENT RENTAL","D", , , , , ,"10", ,"348"
"Line(00900)","EQUIPMENT RENTAL","D", , , , , ,"13", ,"10132"
"Line(01000)","EQUIPMENT RENTAL","D", , , , , ,"13", ,"3334"
"Line(01100)","EQUIPMENT RENTAL","D", , , , , ,"14", ,"592791"
"Line(01200)","EQUIPMENT RENTAL","D", , , , , ,"14", ,"22878"
"Line(01300)","EQUIPMENT RENTAL","D", , , , , ,"15", ,"848743"
"Line(01400)","EQUIPMENT RENTAL","D", , , , , ,"15", ,"183983"
"Line(01500)","EQUIPMENT RENTAL","D", , , , , ,"17", ,"9153"
"Line(01600)","EQUIPMENT RENTAL","D", , , , , ,"17", ,"5758"
"Line(01700)","EQUIPMENT RENTAL","D", , , , , ,"18", ,"2866"
"Line(01800)","EQUIPMENT RENTAL","D", , , , , ,"21", ,"27589"
"Line(01900)","EQUIPMENT RENTAL","D", , , , , ,"22", ,"6998"
"Line(02000)","EQUIPMENT RENTAL","D", , , , , ,"23", ,"135"
"Line(02100)","EQUIPMENT RENTAL","D", , , , , ,"23", ,"344"
"Line(02200)","EQUIPMENT RENTAL","D", , , , , ,"23", ,"243"
"Line(02300)","EQUIPMENT RENTAL","D", , , , , ,"30", ,"56957"
"Line(02400)","EQUIPMENT RENTAL","D", , , , , ,"31", ,"10070"
"Line(02500)","EQUIPMENT RENTAL","D", , , , , ,"31", ,"10141"
"Line(02600)","EQUIPMENT RENTAL","D", , , , , ,"31", ,"12237"
"Line(02700)","EQUIPMENT RENTAL","D", , , , , ,"40", ,"20911"
"Line(02800)","EQUIPMENT RENTAL","D", , , , , ,"43", ,"655"
"Line(02900)","EQUIPMENT RENTAL","D", , , , , ,"44", ,"29793"
"Line(03000)","EQUIPMENT RENTAL","D", , , , , ,"50", ,"946906"
"Line(03100)","EQUIPMENT RENTAL","D", , , , , ,"50", ,"15287"
"Line(03200)","EQUIPMENT RENTAL","D", , , , , ,"52", ,"3080"
"Line(03300)","EQUIPMENT RENTAL","D", , , , , ,"53", ,"56531"
"Line(03400)","EQUIPMENT RENTAL","D", , , , , ,"53", ,"800"
"Line(03500)","EQUIPMENT RENTAL","D", , , , , ,"54", ,"220503"
"Line(03600)","EQUIPMENT RENTAL","D", , , , , ,"54", ,"3118"
"Line(03700)","EQUIPMENT RENTAL","D", , , , , ,"55", ,"529765"
"Line(03800)","EQUIPMENT RENTAL","D", , , , , ,"56", ,"66877"
"Line(03900)","EQUIPMENT RENTAL","D", , , , , ,"56", ,"14"
"Line(04000)","EQUIPMENT RENTAL","D", , , , , ,"57", ,"3138"
"Line(04100)","EQUIPMENT RENTAL","D", , , , , ,"58", ,"269842"
"Line(04200)","EQUIPMENT RENTAL","D", , , , , ,"59", ,"13729"
"Line(04300)","EQUIPMENT RENTAL","D", , , , , ,"60", ,"211622"
"Line(04400)","EQUIPMENT RENTAL","D", , , , , ,"60", ,"4561"
"Line(04500)","EQUIPMENT RENTAL","D", , , , , ,"60", ,"4820"
"Line(04600)","EQUIPMENT RENTAL","D", , , , , ,"60", ,"77922"
"Line(04700)","EQUIPMENT RENTAL","D", , , , , ,"63", ,"34739"
"Line(04800)","EQUIPMENT RENTAL","D", , , , , ,"64", ,"55020"
"Line(04900)","EQUIPMENT RENTAL","D", , , , , ,"65", ,"81338"
"Line(05000)","EQUIPMENT RENTAL","D", , , , , ,"65", ,"265"
"Line(05100)","EQUIPMENT RENTAL","D", , , , , ,"65", ,"10267"
"Line(05200)","EQUIPMENT RENTAL","D", , , , , ,"66", ,"12280"
"Line(05300)","EQUIPMENT RENTAL","D", , , , , ,"66", ,"590"
"Line(05400)","EQUIPMENT RENTAL","D", , , , , ,"67", ,"341"
"Line(05500)","EQUIPMENT RENTAL","D", , , , , ,"68", ,"1097"
"Line(05600)","EQUIPMENT RENTAL","D", , , , , ,"68", ,"1413"
"Line(05700)","EQUIPMENT RENTAL","D", , , , , ,"68", ,"498"
"Line(05800)","EQUIPMENT RENTAL","D", , , , , ,"69", ,"928"
"Line(05900)","EQUIPMENT RENTAL","D", , , , , ,"70", ,"9851"
"Line(06000)","EQUIPMENT RENTAL","D", , , , , ,"71", ,"5995"
"Line(06100)","EQUIPMENT RENTAL","D", , , , , ,"74", ,"49964"
"Line(06200)","EQUIPMENT RENTAL","D", , , , , ,"76", ,"60"
"Line(06300)","EQUIPMENT RENTAL","D", , , , , ,"90", ,"307953"
"Line(06400)","EQUIPMENT RENTAL","D", , , , , ,"90", ,"11195"
"Line(06500)","EQUIPMENT RENTAL","D", , , , , ,"90", ,"5926"
"Line(06600)","EQUIPMENT RENTAL","D", , , , , ,"90", ,"5812"
"Line(06700)","EQUIPMENT RENTAL","D", , , , , ,"90", ,"9602"
"Line(06800)","EQUIPMENT RENTAL","D", , , , , ,"90", ,"3128"
"Line(06900)","EQUIPMENT RENTAL","D", , , , , ,"90", ,"163631"
"Line(07000)","EQUIPMENT RENTAL","D", , , , , ,"90", ,"1755"
"Line(07100)","EQUIPMENT RENTAL","D", , , , , ,"90", ,"6677"
"Line(07200)","EQUIPMENT RENTAL","D", , , , , ,"90", ,"5934"
"Line(07300)","EQUIPMENT RENTAL","D", , , , , ,"90", ,"3868"
"Line(07400)","EQUIPMENT RENTAL","D", , , , , ,"90", ,"5733"
"Line(07500)","EQUIPMENT RENTAL","D", , , , , ,"90", ,"687"
"Line(07600)","EQUIPMENT RENTAL","D", , , , , ,"90", ,"737"
"Line(07700)","EQUIPMENT RENTAL","D", , , , , ,"90", ,"102228"
"Line(07800)","EQUIPMENT RENTAL","D", , , , , ,"90", ,"2291"
"Line(07900)","EQUIPMENT RENTAL","D", , , , , ,"90", ,"2114"
"Line(08000)","EQUIPMENT RENTAL","D", , , , , ,"90", ,"177407"
"Line(08100)","EQUIPMENT RENTAL","D", , , , , ,"90", ,"4189"
"Line(08200)","EQUIPMENT RENTAL","D", , , , , ,"90", ,"37533"
"Line(08300)","EQUIPMENT RENTAL","D", , , , , ,"91", ,"12690"
"Line(08400)","EQUIPMENT RENTAL","D", , , , , ,"91", ,"2906"
"Line(08500)","EQUIPMENT RENTAL","D", , , , , ,"94", ,"82483"
"Line(08600)","EQUIPMENT RENTAL","D", , , , , ,"101", ,"25845"
"Line(08700)","EQUIPMENT RENTAL","D", , , , , ,"101", ,"12592"
"Line(08800)","EQUIPMENT RENTAL","D", , , , , ,"105", ,"2387"
"Line(08900)","EQUIPMENT RENTAL","D", , , , , ,"106", ,"2192"
"Line(09000)","EQUIPMENT RENTAL","D", , , , , ,"116", ,"65135"
"Line(09100)","EQUIPMENT RENTAL","D", , , , , ,"116", ,"8357"
"Line(09200)","EQUIPMENT RENTAL","D", , , , , ,"190", ,"2993"
"Line(09300)","EQUIPMENT RENTAL","D", , , , , ,"191", ,"7954"
"Line(09400)","EQUIPMENT RENTAL","D", , , , , ,"191", ,"28546"
"Line(09500)","EQUIPMENT RENTAL","D", , , , , ,"191", ,"2482"
"Line(09600)","EQUIPMENT RENTAL","D", , , , , ,"194", ,"2894"
"Line(09700)","EQUIPMENT RENTAL","D", , , , , ,"194", ,"4309"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 562588"," Report A6000E0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Entity[562588] Report(A6000E0)","Entity[562588] Report(A6000E0[00000])","Entity[562588] Report(A6000E0[00100])", ,"Entity[562588] Report(A6000E0[00300])", ,"Entity[562588] Report(A6000E0[00500])", ,"Entity[562588] Report(A6000E0[00700])", ,"Entity[562588] Report(A6000E0[00900])"
"Line(00100)","EMPLOYEE BENEFITS","E", ,"4", ,"96293554", ,"5", ,"6747419"
"Line(00200)","EMPLOYEE BENEFITS","E", ,"4", ,"5410884", ,"7", ,"169975"
"Line(00300)","EMPLOYEE BENEFITS","E", , , , , ,"8", ,"11134"
"Line(00400)","EMPLOYEE BENEFITS","E", , , , , ,"9", ,"313590"
"Line(00500)","EMPLOYEE BENEFITS","E", , , , , ,"9", ,"168690"
"Line(00600)","EMPLOYEE BENEFITS","E", , , , , ,"10", ,"993840"
"Line(00700)","EMPLOYEE BENEFITS","E", , , , , ,"10", ,"147818"
"Line(00800)","EMPLOYEE BENEFITS","E", , , , , ,"13", ,"1466949"
"Line(00900)","EMPLOYEE BENEFITS","E", , , , , ,"13", ,"154128"
"Line(01000)","EMPLOYEE BENEFITS","E", , , , , ,"14", ,"411697"
"Line(01100)","EMPLOYEE BENEFITS","E", , , , , ,"14", ,"60827"
"Line(01200)","EMPLOYEE BENEFITS","E", , , , , ,"15", ,"1635991"
"Line(01300)","EMPLOYEE BENEFITS","E", , , , , ,"15", ,"359429"
"Line(01400)","EMPLOYEE BENEFITS","E", , , , , ,"15", ,"405"
"Line(01500)","EMPLOYEE BENEFITS","E", , , , , ,"17", ,"897645"
"Line(01600)","EMPLOYEE BENEFITS","E", , , , , ,"17", ,"137052"
"Line(01700)","EMPLOYEE BENEFITS","E", , , , , ,"18", ,"316089"
"Line(01800)","EMPLOYEE BENEFITS","E", , , , , ,"21", ,"3723737"
"Line(01900)","EMPLOYEE BENEFITS","E", , , , , ,"22", ,"350829"
"Line(02000)","EMPLOYEE BENEFITS","E", , , , , ,"23", ,"11991"
"Line(02100)","EMPLOYEE BENEFITS","E", , , , , ,"23", ,"20257"
"Line(02200)","EMPLOYEE BENEFITS","E", , , , , ,"23", ,"80584"
"Line(02300)","EMPLOYEE BENEFITS","E", , , , , ,"23", ,"41168"
"Line(02400)","EMPLOYEE BENEFITS","E", , , , , ,"30", ,"6435168"
"Line(02500)","EMPLOYEE BENEFITS","E", , , , , ,"31", ,"1953274"
"Line(02600)","EMPLOYEE BENEFITS","E", , , , , ,"31", ,"936760"
"Line(02700)","EMPLOYEE BENEFITS","E", , , , , ,"31", ,"384550"
"Line(02800)","EMPLOYEE BENEFITS","E", , , , , ,"40", ,"352847"
"Line(02900)","EMPLOYEE BENEFITS","E", , , , , ,"43", ,"23837"
"Line(03000)","EMPLOYEE BENEFITS","E", , , , , ,"44", ,"472226"
"Line(03100)","EMPLOYEE BENEFITS","E", , , , , ,"50", ,"5851649"
"Line(03200)","EMPLOYEE BENEFITS","E", , , , , ,"50", ,"604841"
"Line(03300)","EMPLOYEE BENEFITS","E", , , , , ,"52", ,"553161"
"Line(03400)","EMPLOYEE BENEFITS","E", , , , , ,"53", ,"6142488"
"Line(03500)","EMPLOYEE BENEFITS","E", , , , , ,"53", ,"614508"
"Line(03600)","EMPLOYEE BENEFITS","E", , , , , ,"54", ,"4049780"
"Line(03700)","EMPLOYEE BENEFITS","E", , , , , ,"54", ,"154688"
"Line(03800)","EMPLOYEE BENEFITS","E", , , , , ,"55", ,"938738"
"Line(03900)","EMPLOYEE BENEFITS","E", , , , , ,"56", ,"236932"
"Line(04000)","EMPLOYEE BENEFITS","E", , , , , ,"56", ,"2965"
"Line(04100)","EMPLOYEE BENEFITS","E", , , , , ,"57", ,"249331"
"Line(04200)","EMPLOYEE BENEFITS","E", , , , , ,"57", ,"57033"
"Line(04300)","EMPLOYEE BENEFITS","E", , , , , ,"58", ,"243537"
"Line(04400)","EMPLOYEE BENEFITS","E", , , , , ,"58", ,"37382"
"Line(04500)","EMPLOYEE BENEFITS","E", , , , , ,"59", ,"591087"
"Line(04600)","EMPLOYEE BENEFITS","E", , , , , ,"60", ,"1758757"
"Line(04700)","EMPLOYEE BENEFITS","E", , , , , ,"60", ,"1686747"
"Line(04800)","EMPLOYEE BENEFITS","E", , , , , ,"60", ,"47507"
"Line(04900)","EMPLOYEE BENEFITS","E", , , , , ,"60", ,"206118"
"Line(05000)","EMPLOYEE BENEFITS","E", , , , , ,"63", ,"875468"
"Line(05100)","EMPLOYEE BENEFITS","E", , , , , ,"63", ,"3"
"Line(05200)","EMPLOYEE BENEFITS","E", , , , , ,"64", ,"286029"
"Line(05300)","EMPLOYEE BENEFITS","E", , , , , ,"65", ,"1874148"
"Line(05400)","EMPLOYEE BENEFITS","E", , , , , ,"65", ,"71237"
"Line(05500)","EMPLOYEE BENEFITS","E", , , , , ,"65", ,"205661"
"Line(05600)","EMPLOYEE BENEFITS","E", , , , , ,"66", ,"690222"
"Line(05700)","EMPLOYEE BENEFITS","E", , , , , ,"66", ,"39284"
"Line(05800)","EMPLOYEE BENEFITS","E", , , , , ,"67", ,"214275"
"Line(05900)","EMPLOYEE BENEFITS","E", , , , , ,"67", ,"33677"
"Line(06000)","EMPLOYEE BENEFITS","E", , , , , ,"68", ,"149507"
"Line(06100)","EMPLOYEE BENEFITS","E", , , , , ,"68", ,"151179"
"Line(06200)","EMPLOYEE BENEFITS","E", , , , , ,"68", ,"11857"
"Line(06300)","EMPLOYEE BENEFITS","E", , , , , ,"69", ,"147304"
"Line(06400)","EMPLOYEE BENEFITS","E", , , , , ,"70", ,"1121540"
"Line(06500)","EMPLOYEE BENEFITS","E", , , , , ,"74", ,"1180506"
"Line(06600)","EMPLOYEE BENEFITS","E", , , , , ,"76", ,"36026"
"Line(06700)","EMPLOYEE BENEFITS","E", , , , , ,"90", ,"19815975"
"Line(06800)","EMPLOYEE BENEFITS","E", , , , , ,"90", ,"1095789"
"Line(06900)","EMPLOYEE BENEFITS","E", , , , , ,"90", ,"311957"
"Line(07000)","EMPLOYEE BENEFITS","E", , , , , ,"90", ,"836316"
"Line(07100)","EMPLOYEE BENEFITS","E", , , , , ,"90", ,"721958"
"Line(07200)","EMPLOYEE BENEFITS","E", , , , , ,"90", ,"220295"
"Line(07300)","EMPLOYEE BENEFITS","E", , , , , ,"90", ,"287702"
"Line(07400)","EMPLOYEE BENEFITS","E", , , , , ,"90", ,"158074"
"Line(07500)","EMPLOYEE BENEFITS","E", , , , , ,"90", ,"180110"
"Line(07600)","EMPLOYEE BENEFITS","E", , , , , ,"90", ,"174045"
"Line(07700)","EMPLOYEE BENEFITS","E", , , , , ,"90", ,"208653"
"Line(07800)","EMPLOYEE BENEFITS","E", , , , , ,"90", ,"250855"
"Line(07900)","EMPLOYEE BENEFITS","E", , , , , ,"90", ,"34066"
"Line(08000)","EMPLOYEE BENEFITS","E", , , , , ,"90", ,"173263"
"Line(08100)","EMPLOYEE BENEFITS","E", , , , , ,"90", ,"3323780"
"Line(08200)","EMPLOYEE BENEFITS","E", , , , , ,"90", ,"201891"
"Line(08300)","EMPLOYEE BENEFITS","E", , , , , ,"90", ,"163906"
"Line(08400)","EMPLOYEE BENEFITS","E", , , , , ,"90", ,"2320121"
"Line(08500)","EMPLOYEE BENEFITS","E", , , , , ,"90", ,"446661"
"Line(08600)","EMPLOYEE BENEFITS","E", , , , , ,"90", ,"1256278"
"Line(08700)","EMPLOYEE BENEFITS","E", , , , , ,"91", ,"3328107"
"Line(08800)","EMPLOYEE BENEFITS","E", , , , , ,"91", ,"729533"
"Line(08900)","EMPLOYEE BENEFITS","E", , , , , ,"94", ,"51876"
"Line(09000)","EMPLOYEE BENEFITS","E", , , , , ,"101", ,"677111"
"Line(09100)","EMPLOYEE BENEFITS","E", , , , , ,"101", ,"340124"
"Line(09200)","EMPLOYEE BENEFITS","E", , , , , ,"105", ,"303279"
"Line(09300)","EMPLOYEE BENEFITS","E", , , , , ,"106", ,"74996"
"Line(09400)","EMPLOYEE BENEFITS","E", , , , , ,"112", ,"23346"
"Line(09500)","EMPLOYEE BENEFITS","E", , , , , ,"116", ,"539902"
"Line(09600)","EMPLOYEE BENEFITS","E", , , , , ,"116", ,"199629"
"Line(09700)","EMPLOYEE BENEFITS","E", , , , , ,"190", ,"20790"
"Line(09800)","EMPLOYEE BENEFITS","E", , , , , ,"190", ,"8767"
"Line(09900)","EMPLOYEE BENEFITS","E", , , , , ,"191", ,"1427020"
"Line(10000)","EMPLOYEE BENEFITS","E", , , , , ,"191", ,"566802"
"Line(10100)","EMPLOYEE BENEFITS","E", , , , , ,"194", ,"84727"
"Line(10200)","EMPLOYEE BENEFITS","E", , , , , ,"194", ,"1240491"
"Line(10300)","EMPLOYEE BENEFITS","E", , , , , ,"23", ,"11165"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 562588"," Report A6000F0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Entity[562588] Report(A6000F0)","Entity[562588] Report(A6000F0[00000])","Entity[562588] Report(A6000F0[00100])", ,"Entity[562588] Report(A6000F0[00300])","Entity[562588] Report(A6000F0[00400])", , ,"Entity[562588] Report(A6000F0[00700])", ,"Entity[562588] Report(A6000F0[00900])"
"Line(00100)","PTO EXPENSE","F", ,"5","2722281", , ,"4", ,"2722281"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 562588"," Report A6000G0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
