"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 572966"," Report A000000 ","-------------","-------------","-----------",""
"Line(05600)","DEPRECIATAION EXPENSES","D", , , , , ,"18", ,"19643"
"Line(05700)","DEPRECIATAION EXPENSES","D", , , , , ,"18", ,"13754"
"Line(05800)","DEPRECIATAION EXPENSES","D", , , , , ,"18", ,"50764"
"Line(05900)","DEPRECIATAION EXPENSES","D", , , , , ,"22", ,"18153"
"Line(06000)","DEPRECIATAION EXPENSES","D", , , , , ,"30", ,"1336430"
"Line(06100)","DEPRECIATAION EXPENSES","D", , , , , ,"31", ,"166412"
"Line(06200)","DEPRECIATAION EXPENSES","D", , , , , ,"31", ,"1422272"
"Line(06300)","DEPRECIATAION EXPENSES","D", , , , , ,"31", ,"317146"
"Line(06400)","DEPRECIATAION EXPENSES","D", , , , , ,"50", ,"5440055"
"Line(06500)","DEPRECIATAION EXPENSES","D", , , , , ,"51", ,"221275"
"Line(06600)","DEPRECIATAION EXPENSES","D", , , , , ,"52", ,"752647"
"Line(06700)","DEPRECIATAION EXPENSES","D", , , , , ,"53", ,"501834"
"Line(06800)","DEPRECIATAION EXPENSES","D", , , , , ,"54", ,"2709615"
"Line(06900)","DEPRECIATAION EXPENSES","D", , , , , ,"57", ,"988704"
"Line(07000)","DEPRECIATAION EXPENSES","D", , , , , ,"58", ,"3209783"
"Line(07100)","DEPRECIATAION EXPENSES","D", , , , , ,"59", ,"1597364"
"Line(07200)","DEPRECIATAION EXPENSES","D", , , , , ,"60", ,"1969320"
"Line(07300)","DEPRECIATAION EXPENSES","D", , , , , ,"62", ,"274534"
"Line(07400)","DEPRECIATAION EXPENSES","D", , , , , ,"65", ,"554896"
"Line(07500)","DEPRECIATAION EXPENSES","D", , , , , ,"66", ,"197639"
"Line(07600)","DEPRECIATAION EXPENSES","D", , , , , ,"68", ,"7706"
"Line(07700)","DEPRECIATAION EXPENSES","D", , , , , ,"69", ,"527671"
"Line(07800)","DEPRECIATAION EXPENSES","D", , , , , ,"70", ,"245411"
"Line(07900)","DEPRECIATAION EXPENSES","D", , , , , ,"74", ,"44406"
"Line(08000)","DEPRECIATAION EXPENSES","D", , , , , ,"76", ,"54668"
"Line(08100)","DEPRECIATAION EXPENSES","D", , , , , ,"76", ,"597900"
"Line(08200)","DEPRECIATAION EXPENSES","D", , , , , ,"76", ,"5277"
"Line(08300)","DEPRECIATAION EXPENSES","D", , , , , ,"76", ,"144320"
"Line(08400)","DEPRECIATAION EXPENSES","D", , , , , ,"76", ,"528484"
"Line(08500)","DEPRECIATAION EXPENSES","D", , , , , ,"90", ,"1346187"
"Line(08600)","DEPRECIATAION EXPENSES","D", , , , , ,"90", ,"1161581"
"Line(08700)","DEPRECIATAION EXPENSES","D", , , , , ,"91", ,"446834"
"Line(08800)","DEPRECIATAION EXPENSES","D", , , , , ,"92", ,"6285"
"Line(08900)","DEPRECIATAION EXPENSES","D", , , , , ,"95", ,"132018"
"Line(09000)","DEPRECIATAION EXPENSES","D", , , , , ,"105", ,"3593"
"Line(09100)","DEPRECIATAION EXPENSES","D", , , , , ,"190", ,"83202"
"Line(09200)","DEPRECIATAION EXPENSES","D", , , , , ,"191", ,"16496"
"Line(09300)","DEPRECIATAION EXPENSES","D", , , , , ,"191", ,"1215952"
"Line(09400)","DEPRECIATAION EXPENSES","D", , , , , ,"191", ,"691492"
"Line(09500)","DEPRECIATAION EXPENSES","D", , , , , ,"191", ,"1357621"
"Line(09600)","DEPRECIATAION EXPENSES","D", , , , , ,"194", ,"53443"
"Line(09700)","DEPRECIATAION EXPENSES","D", , , , , ,"194", ,"2224"
"Line(09800)","DEPRECIATAION EXPENSES","D", , , , , ,"194", ,"129511"
"Line(09900)","DEPRECIATAION EXPENSES","D", , , , , ,"194", ,"62411"
"Line(10000)","DEPRECIATAION EXPENSES","D", , , , , ,"194", ,"22046"
"Line(10100)","DEPRECIATAION EXPENSES","D", , , , , ,"194", ,"6329"
"Line(10200)","DEPRECIATAION EXPENSES","D", , , , , ,"194", ,"7188"
"Line(10300)","DEPRECIATAION EXPENSES","D", , , , , ,"194", ,"1964"
"Line(10400)","DEPRECIATAION EXPENSES","D", , , , , ,"194", ,"52514"
"Line(10500)","DEPRECIATAION EXPENSES","D", , , , , ,"194", ,"133196"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 572966"," Report A6000E0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Entity[572966] Report(A6000E0)","Entity[572966] Report(A6000E0[00000])","Entity[572966] Report(A6000E0[00100])", ,"Entity[572966] Report(A6000E0[00300])","Entity[572966] Report(A6000E0[00400])","Entity[572966] Report(A6000E0[00500])", ,"Entity[572966] Report(A6000E0[00700])","Entity[572966] Report(A6000E0[00800])","Entity[572966] Report(A6000E0[00900])"
"Line(00100)","NURSE FLOAT POOL","E", ,"30","3390163","985243", ,"13","6125600","1768216"
"Line(00200)","NURSE FLOAT POOL","E", ,"31","655245","190426"
"Line(00300)","NURSE FLOAT POOL","E", ,"31","1146554","333209"
"Line(00400)","NURSE FLOAT POOL","E", ,"31","230715","67050"
"Line(00500)","NURSE FLOAT POOL","E", ,"43","324230","94227"
"Line(00600)","NURSE FLOAT POOL","E", ,"191","7253","2108"
"Line(00700)","NURSE FLOAT POOL","E", ,"90","371440","95953"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 572966"," Report A6000F0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Entity[572966] Report(A6000F0)","Entity[572966] Report(A6000F0[00000])","Entity[572966] Report(A6000F0[00100])", ,"Entity[572966] Report(A6000F0[00300])","Entity[572966] Report(A6000F0[00400])","Entity[572966] Report(A6000F0[00500])", ,"Entity[572966] Report(A6000F0[00700])","Entity[572966] Report(A6000F0[00800])","Entity[572966] Report(A6000F0[00900])"
"Line(00100)","GENERAL ADMINISTRATIVE EXPENSE","F", ,"4","6466635", , ,"5","6466635"
"Line(00200)","GENERAL ADMINISTRATIVE EXPENSE","F", ,"4", ,"194443", ,"5", ,"194443"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 572966"," Report A6000G0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Entity[572966] Report(A6000G0)","Entity[572966] Report(A6000G0[00000])","Entity[572966] Report(A6000G0[00100])", ,"Entity[572966] Report(A6000G0[00300])","Entity[572966] Report(A6000G0[00400])","Entity[572966] Report(A6000G0[00500])", ,"Entity[572966] Report(A6000G0[00700])","Entity[572966] Report(A6000G0[00800])","Entity[572966] Report(A6000G0[00900])"
"Line(00100)","EXECUTIVE COMPENSATION","G", ,"4", ,"276430", ,"4","379164"
"Line(00200)","EXECUTIVE COMPENSATION","G", ,"5","45454","13533", ,"5","10952567","4028843"
"Line(00300)","EXECUTIVE COMPENSATION","G", ,"5","656913","176071"
"Line(00400)","EXECUTIVE COMPENSATION","G", ,"5","43701","6819"
"Line(00500)","EXECUTIVE COMPENSATION","G", ,"5","245015","95061"
"Line(00600)","EXECUTIVE COMPENSATION","G", ,"5","217418","58080"
"Line(00700)","EXECUTIVE COMPENSATION","G", ,"5","203438","55231"
"Line(00800)","EXECUTIVE COMPENSATION","G", ,"5","5734","1784"
"Line(00900)","EXECUTIVE COMPENSATION","G", ,"5","74028","4026"
"Line(01000)","EXECUTIVE COMPENSATION","G", ,"5","54725","5676"
"Line(01100)","EXECUTIVE COMPENSATION","G", ,"6","71690","21968"
"Line(01200)","EXECUTIVE COMPENSATION","G", ,"7","688097","232962"
"Line(01300)","EXECUTIVE COMPENSATION","G", ,"7","6025","2727"
"Line(01400)","EXECUTIVE COMPENSATION","G", ,"7","86829","33241"
"Line(01500)","EXECUTIVE COMPENSATION","G", ,"7","4437","2008"
"Line(01600)","EXECUTIVE COMPENSATION","G", ,"8","2917","898"
"Line(01700)","EXECUTIVE COMPENSATION","G", ,"9","229815","83925"
"Line(01800)","EXECUTIVE COMPENSATION","G", ,"9","48711","21756"
"Line(01900)","EXECUTIVE COMPENSATION","G", ,"9","4060","1837"
"Line(02000)","EXECUTIVE COMPENSATION","G", ,"10","50283","15281"
"Line(02100)","EXECUTIVE COMPENSATION","G", ,"11","12059","3734"
"Line(02200)","EXECUTIVE COMPENSATION","G", ,"13","227205","32107"
"Line(02300)","EXECUTIVE COMPENSATION","G", ,"14","42208","12915"
"Line(02400)","EXECUTIVE COMPENSATION","G", ,"15","376757","115994"
"Line(02500)","EXECUTIVE COMPENSATION","G", ,"16","446323","117584"
"Line(02600)","EXECUTIVE COMPENSATION","G", ,"17","14185","4369"
"Line(02700)","EXECUTIVE COMPENSATION","G", ,"18","30177","6643"
"Line(02800)","EXECUTIVE COMPENSATION","G", ,"18","87305","24629"
"Line(02900)","EXECUTIVE COMPENSATION","G", ,"18","76935","18192"
"Line(03000)","EXECUTIVE COMPENSATION","G", ,"18","20891","6372"
"Line(03100)","EXECUTIVE COMPENSATION","G", ,"18","4496","1395"
"Line(03200)","EXECUTIVE COMPENSATION","G", ,"18","22362","7136"
"Line(03300)","EXECUTIVE COMPENSATION","G", ,"18","39579","12072"
"Line(03400)","EXECUTIVE COMPENSATION","G", ,"18","11363","3466"
"Line(03500)","EXECUTIVE COMPENSATION","G", ,"18","8581","2552"
"Line(03600)","EXECUTIVE COMPENSATION","G", ,"18","62420","18565"
"Line(03700)","EXECUTIVE COMPENSATION","G", ,"18","75385","6279"
"Line(03800)","EXECUTIVE COMPENSATION","G", ,"18","451","138"
"Line(03900)","EXECUTIVE COMPENSATION","G", ,"18","26928","8213"
"Line(04000)","EXECUTIVE COMPENSATION","G", ,"18","5551","1651"
"Line(04100)","EXECUTIVE COMPENSATION","G", ,"18","1991","592"
"Line(04200)","EXECUTIVE COMPENSATION","G", ,"18","67825","20688"
"Line(04300)","EXECUTIVE COMPENSATION","G", ,"18","3385","1032"
"Line(04400)","EXECUTIVE COMPENSATION","G", ,"18","13148","3994"
"Line(04500)","EXECUTIVE COMPENSATION","G", ,"18","18812","5738"
"Line(04600)","EXECUTIVE COMPENSATION","G", ,"18","35697","11394"
"Line(04700)","EXECUTIVE COMPENSATION","G", ,"18","89","26"
"Line(04800)","EXECUTIVE COMPENSATION","G", ,"18","84117","12195"
"Line(04900)","EXECUTIVE COMPENSATION","G", ,"18","11036","3282"
"Line(05000)","EXECUTIVE COMPENSATION","G", ,"18","31432","9611"
"Line(05100)","EXECUTIVE COMPENSATION","G", ,"18","10435","3331"
"Line(05200)","EXECUTIVE COMPENSATION","G", ,"18","2131","634"
"Line(05300)","EXECUTIVE COMPENSATION","G", ,"18","18476","5892"
"Line(05400)","EXECUTIVE COMPENSATION","G", ,"18","63605","19581"
"Line(05500)","EXECUTIVE COMPENSATION","G", ,"18","5779","1770"
"Line(05600)","EXECUTIVE COMPENSATION","G", ,"18","41","13"
"Line(05700)","EXECUTIVE COMPENSATION","G", ,"18","33427","10669"
"Line(05800)","EXECUTIVE COMPENSATION","G", ,"18","341","104"
"Line(05900)","EXECUTIVE COMPENSATION","G", ,"18","51435","15688"
"Line(06000)","EXECUTIVE COMPENSATION","G", ,"18","159866","3540"
"Line(06100)","EXECUTIVE COMPENSATION","G", ,"18","17080","5231"
"Line(06200)","EXECUTIVE COMPENSATION","G", ,"18","739","226"
"Line(06300)","EXECUTIVE COMPENSATION","G", ,"22","9354","2810"
"Line(06400)","EXECUTIVE COMPENSATION","G", ,"30","287428","90538"
"Line(06500)","EXECUTIVE COMPENSATION","G", ,"31","81797","26109"
"Line(06600)","EXECUTIVE COMPENSATION","G", ,"31","113594","36259"
"Line(06700)","EXECUTIVE COMPENSATION","G", ,"31","31815","10155"
"Line(06800)","EXECUTIVE COMPENSATION","G", ,"50","302438","89953"
"Line(06900)","EXECUTIVE COMPENSATION","G", ,"51","55757","16640"
"Line(07000)","EXECUTIVE COMPENSATION","G", ,"52","42057","13425"
"Line(07100)","EXECUTIVE COMPENSATION","G", ,"53","35007","10464"
"Line(07200)","EXECUTIVE COMPENSATION","G", ,"54","137021","41949"
"Line(07300)","EXECUTIVE COMPENSATION","G", ,"57","20617","6239"
"Line(07400)","EXECUTIVE COMPENSATION","G", ,"58","44190","13413"
"Line(07500)","EXECUTIVE COMPENSATION","G", ,"59","19203","6129"
"Line(07600)","EXECUTIVE COMPENSATION","G", ,"60","367633","112633"
"Line(07700)","EXECUTIVE COMPENSATION","G", ,"62","72354","22261"
"Line(07800)","EXECUTIVE COMPENSATION","G", ,"65","94851","29076"
"Line(07900)","EXECUTIVE COMPENSATION","G", ,"66","57697","17433"
"Line(08000)","EXECUTIVE COMPENSATION","G", ,"68","13496","3979"
"Line(08100)","EXECUTIVE COMPENSATION","G", ,"69","14507","4567"
"Line(08200)","EXECUTIVE COMPENSATION","G", ,"70","54527","16515"
"Line(08300)","EXECUTIVE COMPENSATION","G", ,"74","13800","4405"
"Line(08400)","EXECUTIVE COMPENSATION","G", ,"76","75527","18284"
"Line(08500)","EXECUTIVE COMPENSATION","G", ,"76","61090","18633"
"Line(08600)","EXECUTIVE COMPENSATION","G", ,"76","981","313"
"Line(08700)","EXECUTIVE COMPENSATION","G", ,"76","18505","5558"
"Line(08800)","EXECUTIVE COMPENSATION","G", ,"76","14416","4602"
"Line(08900)","EXECUTIVE COMPENSATION","G", ,"76","12475","3821"
"Line(09000)","EXECUTIVE COMPENSATION","G", ,"90","456511","139129"
"Line(09100)","EXECUTIVE COMPENSATION","G", ,"90","256853","78379"
"Line(09200)","EXECUTIVE COMPENSATION","G", ,"91","96286","29330"
"Line(09300)","EXECUTIVE COMPENSATION","G", ,"92","8009","2556"
"Line(09400)","EXECUTIVE COMPENSATION","G", ,"94","2771","884"
"Line(09500)","EXECUTIVE COMPENSATION","G", ,"95","21745","6941"
"Line(09600)","EXECUTIVE COMPENSATION","G", ,"105","4574","1360"
"Line(09700)","EXECUTIVE COMPENSATION","G", ,"106","7934","2360"
"Line(09800)","EXECUTIVE COMPENSATION","G", ,"107","14859","4419"
"Line(09900)","EXECUTIVE COMPENSATION","G", ,"108","10294","3061"
"Line(10000)","EXECUTIVE COMPENSATION","G", ,"190","8804","2703"
"Line(10100)","EXECUTIVE COMPENSATION","G", ,"191","7510","2337"
"Line(10200)","EXECUTIVE COMPENSATION","G", ,"191","5106","1630"
"Line(10300)","EXECUTIVE COMPENSATION","G", ,"191","4675","1440"
"Line(10400)","EXECUTIVE COMPENSATION","G", ,"191","82185","25492"
"Line(10500)","EXECUTIVE COMPENSATION","G", ,"191","2993","929"
"Line(10600)","EXECUTIVE COMPENSATION","G", ,"191","10183","3179"
"Line(10700)","EXECUTIVE COMPENSATION","G", ,"191","915","278"
"Line(10800)","EXECUTIVE COMPENSATION","G", ,"194","1018078","418277"
"Line(10900)","EXECUTIVE COMPENSATION","G", ,"194","522170","151721"
"Line(11000)","EXECUTIVE COMPENSATION","G", ,"194","698657","171834"
"Line(11100)","EXECUTIVE COMPENSATION","G", ,"194","403651","507206"
"Line(11200)","EXECUTIVE COMPENSATION","G", ,"194","1732","528"
"Line(11300)","EXECUTIVE COMPENSATION","G", ,"194","816","254"
"Line(11400)","EXECUTIVE COMPENSATION","G", ,"194","54781","10048"
"Line(11500)","EXECUTIVE COMPENSATION","G", ,"194","3185","947"
"Line(11600)","EXECUTIVE COMPENSATION","G", ,"194","1459","466"
"Line(11700)","EXECUTIVE COMPENSATION","G", ,"194","7023","2164"
"Line(11800)","EXECUTIVE COMPENSATION","G", ,"194","306","92"
"Line(11900)","EXECUTIVE COMPENSATION","G", ,"194","61764","5201"
"Line(12000)","EXECUTIVE COMPENSATION","G", ,"194","247358","62463"
"Line(12100)","EXECUTIVE COMPENSATION","G", ,"194","2107","654"
"Line(12200)","EXECUTIVE COMPENSATION","G", ,"194","22840","6881"
"Line(12300)","EXECUTIVE COMPENSATION","G", ,"194","64698","19816"
"Line(12400)","EXECUTIVE COMPENSATION","G", ,"194","10837","3319"
"Line(12500)","EXECUTIVE COMPENSATION","G", ,"194","194411","85771"
"Line(12600)","EXECUTIVE COMPENSATION","G", ,"194","176","80"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 572966"," Report A6000H0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Entity[572966] Report(A6000H0)","Entity[572966] Report(A6000H0[00000])","Entity[572966] Report(A6000H0[00100])", ,"Entity[572966] Report(A6000H0[00300])","Entity[572966] Report(A6000H0[00400])","Entity[572966] Report(A6000H0[00500])", ,"Entity[572966] Report(A6000H0[00700])","Entity[572966] Report(A6000H0[00800])","Entity[572966] Report(A6000H0[00900])"
"Line(00100)","DIRECTOR OF VOLUNTEERS","H", ,"5","61242","14790", ,"190","61242","14790"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 572966"," Report A6000I0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Entity[572966] Report(A6000I0)","Entity[572966] Report(A6000I0[00000])","Entity[572966] Report(A6000I0[00100])", ,"Entity[572966] Report(A6000I0[00300])","Entity[572966] Report(A6000I0[00400])","Entity[572966] Report(A6000I0[00500])", ,"Entity[572966] Report(A6000I0[00700])","Entity[572966] Report(A6000I0[00800])","Entity[572966] Report(A6000I0[00900])"
"Line(00100)","GUEST SERVICES","I", ,"5","1499540","1231608", ,"194","2654240","1505944"
"Line(00200)","GUEST SERVICES","I", ,"5","800817","198695"
"Line(00300)","GUEST SERVICES","I", ,"13","114514","23331"
"Line(00400)","GUEST SERVICES","I", ,"17","239181","52261"
"Line(00500)","GUEST SERVICES","I", ,"66","188","49"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 572966"," Report A6000J0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Entity[572966] Report(A6000J0)","Entity[572966] Report(A6000J0[00000])","Entity[572966] Report(A6000J0[00100])", ,"Entity[572966] Report(A6000J0[00300])", ,"Entity[572966] Report(A6000J0[00500])", ,"Entity[572966] Report(A6000J0[00700])", ,"Entity[572966] Report(A6000J0[00900])"
"Line(00100)","INSURANCE EXPENSE","J", ,"3", ,"6035078", ,"5", ,"6035078"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 572966"," Report A6000K0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Entity[572966] Report(A6000K0)","Entity[572966] Report(A6000K0[00000])","Entity[572966] Report(A6000K0[00100])", ,"Entity[572966] Report(A6000K0[00300])", ,"Entity[572966] Report(A6000K0[00500])", ,"Entity[572966] Report(A6000K0[00700])", ,"Entity[572966] Report(A6000K0[00900])"
"Line(00100)","RESEARACH COMMITTED COST SHARING","K", ,"191", ,"438401", ,"191", ,"527830"
"Line(00200)","RESEARACH COMMITTED COST SHARING","K", ,"191", ,"89429"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 572966"," Report A6000L0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Entity[572966] Report(A6000L0)","Entity[572966] Report(A6000L0[00000])","Entity[572966] Report(A6000L0[00100])", ,"Entity[572966] Report(A6000L0[00300])","Entity[572966] Report(A6000L0[00400])","Entity[572966] Report(A6000L0[00500])", ,"Entity[572966] Report(A6000L0[00700])","Entity[572966] Report(A6000L0[00800])","Entity[572966] Report(A6000L0[00900])"
"Line(00100)","B AND C PATIENTS IN GCRC","L", ,"30","633323","169617", ,"191","633323","169617"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 572966"," Report A6000M0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Entity[572966] Report(A6000M0)","Entity[572966] Report(A6000M0[00000])","Entity[572966] Report(A6000M0[00100])", ,"Entity[572966] Report(A6000M0[00300])", ,"Entity[572966] Report(A6000M0[00500])", ,"Entity[572966] Report(A6000M0[00700])", ,"Entity[572966] Report(A6000M0[00900])"
"Line(00100)","BILLABLE SURGICAL SUPPLIES","M", ,"71", ,"10060914", ,"18", ,"488"
"Line(00200)","BILLABLE SURGICAL SUPPLIES","M", ,"72", ,"12602753", ,"30", ,"171785"
"Line(00300)","BILLABLE SURGICAL SUPPLIES","M", , , , , ,"31", ,"16575"
"Line(00400)","BILLABLE SURGICAL SUPPLIES","M", , , , , ,"31", ,"65051"
"Line(00500)","BILLABLE SURGICAL SUPPLIES","M", , , , , ,"43", ,"911"
"Line(00600)","BILLABLE SURGICAL SUPPLIES","M", , , , , ,"50", ,"19333136"
"Line(00700)","BILLABLE SURGICAL SUPPLIES","M", , , , , ,"54", ,"494574"
"Line(00800)","BILLABLE SURGICAL SUPPLIES","M", , , , , ,"57", ,"270"
"Line(00900)","BILLABLE SURGICAL SUPPLIES","M", , , , , ,"58", ,"304"
"Line(01000)","BILLABLE SURGICAL SUPPLIES","M", , , , , ,"59", ,"1429348"
"Line(01100)","BILLABLE SURGICAL SUPPLIES","M", , , , , ,"60", ,"33"
"Line(01200)","BILLABLE SURGICAL SUPPLIES","M", , , , , ,"65", ,"269787"
"Line(01300)","BILLABLE SURGICAL SUPPLIES","M", , , , , ,"66", ,"224691"
"Line(01400)","BILLABLE SURGICAL SUPPLIES","M", , , , , ,"68", ,"1304"
"Line(01500)","BILLABLE SURGICAL SUPPLIES","M", , , , , ,"69", ,"327202"
"Line(01600)","BILLABLE SURGICAL SUPPLIES","M", , , , , ,"74", ,"32617"
"Line(01700)","BILLABLE SURGICAL SUPPLIES","M", , , , , ,"76", ,"1233"
"Line(01800)","BILLABLE SURGICAL SUPPLIES","M", , , , , ,"76", ,"420"
"Line(01900)","BILLABLE SURGICAL SUPPLIES","M", , , , , ,"90", ,"169414"
"Line(02000)","BILLABLE SURGICAL SUPPLIES","M", , , , , ,"90", ,"122435"
"Line(02100)","BILLABLE SURGICAL SUPPLIES","M", , , , , ,"92", ,"1999"
"Line(02200)","BILLABLE SURGICAL SUPPLIES","M", , , , , ,"94", ,"90"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 572966"," Report A6000N0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Entity[572966] Report(A6000N0)","Entity[572966] Report(A6000N0[00000])","Entity[572966] Report(A6000N0[00100])", ,"Entity[572966] Report(A6000N0[00300])", ,"Entity[572966] Report(A6000N0[00500])", ,"Entity[572966] Report(A6000N0[00700])", ,"Entity[572966] Report(A6000N0[00900])"
"Line(00100)","MED EQUIP IN CENTRAL DISTRIBUTION","N", ,"30", ,"113908", ,"14", ,"193337"
"Line(00200)","MED EQUIP IN CENTRAL DISTRIBUTION","N", ,"31", ,"22016"
"Line(00300)","MED EQUIP IN CENTRAL DISTRIBUTION","N", ,"31", ,"38524"
"Line(00400)","MED EQUIP IN CENTRAL DISTRIBUTION","N", ,"31", ,"7752"
"Line(00500)","MED EQUIP IN CENTRAL DISTRIBUTION","N", ,"43", ,"10894"
"Line(00600)","MED EQUIP IN CENTRAL DISTRIBUTION","N", ,"191", ,"243"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 572966"," Report A6000O0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Entity[572966] Report(A6000O0)","Entity[572966] Report(A6000O0[00000])","Entity[572966] Report(A6000O0[00100])", ,"Entity[572966] Report(A6000O0[00300])","Entity[572966] Report(A6000O0[00400])","Entity[572966] Report(A6000O0[00500])", ,"Entity[572966] Report(A6000O0[00700])","Entity[572966] Report(A6000O0[00800])","Entity[572966] Report(A6000O0[00900])"
"Line(00100)","RENAL AND TRANSPLANT TIMESTUDIES","O", ,"30","251237","54717", ,"10","188018","42603"
"Line(00200)","RENAL AND TRANSPLANT TIMESTUDIES","O", ,"31","3362","768", ,"17","251256","53341"
"Line(00300)","RENAL AND TRANSPLANT TIMESTUDIES","O", ,"31","442","101", ,"18","126693","31028"
"Line(00400)","RENAL AND TRANSPLANT TIMESTUDIES","O", ,"50","143899","29894", ,"74","384902","87914"
