"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 553807"," Report A000000 ","-------------","-------------","-----------",""
"Line(02700)","PHYSICIAN TEACHING COST","O", , , , , ,"31","538052"
"Line(02800)","PHYSICIAN TEACHING COST","O", , , , , ,"30","13058"
"Line(02900)","PHYSICIAN TEACHING COST","O", , , , , ,"40","212013"
"Line(03000)","PHYSICIAN TEACHING COST","O", , , , , ,"35","318030"
"Line(03100)","PHYSICIAN TEACHING COST","O", , , , , ,"90","7084105"
"Line(03200)","PHYSICIAN TEACHING COST","O", , , , , ,"91","836758"
"Line(03300)","PHYSICIAN TEACHING COST","O", , , , , ,"75","149155"
"Line(03400)","PHYSICIAN TEACHING COST","O", , , , , ,"105","205636"
"Line(03500)","PHYSICIAN TEACHING COST","O", , , , , ,"90","95805"
"Line(03600)","PHYSICIAN TEACHING COST","O", , , , , ,"90","18676"
"Line(03700)","PHYSICIAN TEACHING COST","O", , , , , ,"90","5027"
"Line(03800)","PHYSICIAN TEACHING COST","O", , , , , ,"107","37001"
"Line(03900)","PHYSICIAN TEACHING COST","O", , , , , ,"91","114868"
"Line(04000)","PHYSICIAN TEACHING COST","O", , , , , ,"90","70408"
"Line(04100)","PHYSICIAN TEACHING COST","O", , , , , ,"90","5937"
"Line(04200)","PHYSICIAN TEACHING COST","O", , , , , ,"106","73890"
"Line(04300)","PHYSICIAN TEACHING COST","O", , , , , ,"31","375533"
"Line(04400)","PHYSICIAN TEACHING COST","O", , , , , ,"90","9611"
"Line(04500)","PHYSICIAN TEACHING COST","O", , , , , ,"90","2847"
"Line(04600)","PHYSICIAN TEACHING COST","O", , , , , ,"194","14368"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 553807"," Report A6000R0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Entity[553807] Report(A6000R0)","Entity[553807] Report(A6000R0[00000])","Entity[553807] Report(A6000R0[00100])", ,"Entity[553807] Report(A6000R0[00300])", ,"Entity[553807] Report(A6000R0[00500])", ,"Entity[553807] Report(A6000R0[00700])", ,"Entity[553807] Report(A6000R0[00900])","Entity[553807] Report(A6000R0[01000])"
"Line(00100)","CAPITAL RELATED EXPENSE","R", ,"2", ,"35426830", ,"1", ,"35426830","9"
"Line(00200)","CAPITAL RELATED EXPENSE","R", ,"2", ,"313171", ,"1", ,"313171","9"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 553807"," Report A6000T0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Entity[553807] Report(A6000T0)","Entity[553807] Report(A6000T0[00000])","Entity[553807] Report(A6000T0[00100])", ,"Entity[553807] Report(A6000T0[00300])", ,"Entity[553807] Report(A6000T0[00500])", ,"Entity[553807] Report(A6000T0[00700])", ,"Entity[553807] Report(A6000T0[00900])","Entity[553807] Report(A6000T0[01000])"
"Line(00100)","PROPERTY INSURANCE","T", ,"1", ,"161050", , , , ,"12"
"Line(00200)","PROPERTY INSURANCE","T", ,"2", ,"113278", , , , ,"12"
"Line(00300)","PROPERTY INSURANCE","T", , , , , ,"5", ,"274328"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 553807"," Report A6000W0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Entity[553807] Report(A6000W0)","Entity[553807] Report(A6000W0[00000])","Entity[553807] Report(A6000W0[00100])", ,"Entity[553807] Report(A6000W0[00300])","Entity[553807] Report(A6000W0[00400])","Entity[553807] Report(A6000W0[00500])", ,"Entity[553807] Report(A6000W0[00700])","Entity[553807] Report(A6000W0[00800])","Entity[553807] Report(A6000W0[00900])"
"Line(00100)","23 HOUR UNIT ROUTINE COSTS","W", ,"77","791037","144525", ,"30","530984","112085"
"Line(00200)","23 HOUR UNIT ROUTINE COSTS","W", , , , , ,"30","231821","30143"
"Line(00300)","23 HOUR UNIT ROUTINE COSTS","W", , , , , ,"30","28232","2297"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 553807"," Report A6000X0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Entity[553807] Report(A6000X0)","Entity[553807] Report(A6000X0[00000])","Entity[553807] Report(A6000X0[00100])", ,"Entity[553807] Report(A6000X0[00300])","Entity[553807] Report(A6000X0[00400])","Entity[553807] Report(A6000X0[00500])", ,"Entity[553807] Report(A6000X0[00700])","Entity[553807] Report(A6000X0[00800])","Entity[553807] Report(A6000X0[00900])"
"Line(00100)","BONE MARROW EXPENSE","X", ,"76","507366","56434", ,"31","507366","56434"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 553807"," Report A6000Y0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Entity[553807] Report(A6000Y0)","Entity[553807] Report(A6000Y0[00000])","Entity[553807] Report(A6000Y0[00100])", ,"Entity[553807] Report(A6000Y0[00300])","Entity[553807] Report(A6000Y0[00400])", , ,"Entity[553807] Report(A6000Y0[00700])","Entity[553807] Report(A6000Y0[00800])"
"Line(00100)","INTERNS & RESIDENTS SALARY EXPENSE","Y", ,"21","3909718", , ,"18","1590"
"Line(00200)","INTERNS & RESIDENTS SALARY EXPENSE","Y", , , , , ,"5","1160727"
"Line(00300)","INTERNS & RESIDENTS SALARY EXPENSE","Y", , , , , ,"55","13733"
"Line(00400)","INTERNS & RESIDENTS SALARY EXPENSE","Y", , , , , ,"60","117"
"Line(00500)","INTERNS & RESIDENTS SALARY EXPENSE","Y", , , , , ,"70","79121"
"Line(00600)","INTERNS & RESIDENTS SALARY EXPENSE","Y", , , , , ,"76","270983"
"Line(00700)","INTERNS & RESIDENTS SALARY EXPENSE","Y", , , , , ,"74","57255"
"Line(00800)","INTERNS & RESIDENTS SALARY EXPENSE","Y", , , , , ,"76","479000"
"Line(00900)","INTERNS & RESIDENTS SALARY EXPENSE","Y", , , , , ,"77","12953"
"Line(01000)","INTERNS & RESIDENTS SALARY EXPENSE","Y", , , , , ,"76","420593"
"Line(01100)","INTERNS & RESIDENTS SALARY EXPENSE","Y", , , , , ,"77","675"
"Line(01200)","INTERNS & RESIDENTS SALARY EXPENSE","Y", , , , , ,"30","138083"
"Line(01300)","INTERNS & RESIDENTS SALARY EXPENSE","Y", , , , , ,"31","441632"
"Line(01400)","INTERNS & RESIDENTS SALARY EXPENSE","Y", , , , , ,"33","11760"
"Line(01500)","INTERNS & RESIDENTS SALARY EXPENSE","Y", , , , , ,"35","160258"
"Line(01600)","INTERNS & RESIDENTS SALARY EXPENSE","Y", , , , , ,"90","489089"
"Line(01700)","INTERNS & RESIDENTS SALARY EXPENSE","Y", , , , , ,"105","57255"
"Line(01800)","INTERNS & RESIDENTS SALARY EXPENSE","Y", , , , , ,"107","14000"
"Line(01900)","INTERNS & RESIDENTS SALARY EXPENSE","Y", , , , , ,"91","96626"
"Line(02000)","INTERNS & RESIDENTS SALARY EXPENSE","Y", , , , , ,"106","668"
"Line(02100)","INTERNS & RESIDENTS SALARY EXPENSE","Y", , , , , ,"194","3600"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 553807"," Report A6000Z0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Entity[553807] Report(A6000Z0)","Entity[553807] Report(A6000Z0[00000])","Entity[553807] Report(A6000Z0[00100])", ,"Entity[553807] Report(A6000Z0[00300])","Entity[553807] Report(A6000Z0[00400])", , ,"Entity[553807] Report(A6000Z0[00700])","Entity[553807] Report(A6000Z0[00800])"
"Line(00100)","NON ACGME FELLOWS","Z", ,"90","15824", , ,"21","44805"
"Line(00200)","NON ACGME FELLOWS","Z", ,"50","28981"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 553807"," Report A600BB0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Entity[553807] Report(A600BB0)","Entity[553807] Report(A600BB0[00000])","Entity[553807] Report(A600BB0[00100])", ,"Entity[553807] Report(A600BB0[00300])","Entity[553807] Report(A600BB0[00400])","Entity[553807] Report(A600BB0[00500])", ,"Entity[553807] Report(A600BB0[00700])","Entity[553807] Report(A600BB0[00800])","Entity[553807] Report(A600BB0[00900])"
"Line(00100)","CPEP COSTS TO INPATIENT","BB", ,"92","67920","1500", ,"91","67920","1500"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 553807"," Report A600EA0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Entity[553807] Report(A600EA0)","Entity[553807] Report(A600EA0[00000])","Entity[553807] Report(A600EA0[00100])", ,"Entity[553807] Report(A600EA0[00300])","Entity[553807] Report(A600EA0[00400])","Entity[553807] Report(A600EA0[00500])", ,"Entity[553807] Report(A600EA0[00700])","Entity[553807] Report(A600EA0[00800])","Entity[553807] Report(A600EA0[00900])"
"Line(00100)","TRANSPLANT PROGRAM COSTS","EA", ,"30","577747","55975", ,"105","350794","33909"
"Line(00200)","TRANSPLANT PROGRAM COSTS","EA", ,"31","577747","55975", ,"107","1052792","87963"
"Line(00300)","TRANSPLANT PROGRAM COSTS","EA", ,"90","1155494","111950", ,"106","907402","102028"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 553807"," Report A600EB0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Entity[553807] Report(A600EB0)","Entity[553807] Report(A600EB0[00000])","Entity[553807] Report(A600EB0[00100])", ,"Entity[553807] Report(A600EB0[00300])","Entity[553807] Report(A600EB0[00400])", , ,"Entity[553807] Report(A600EB0[00700])","Entity[553807] Report(A600EB0[00800])"
"Line(00100)","TRANPLANT ACQUISITION PROGRAM","EB", ,"107","34310", , ,"17","29723"
"Line(00200)","TRANPLANT ACQUISITION PROGRAM","EB", ,"106","183790", , ,"5","80801"
"Line(00300)","TRANPLANT ACQUISITION PROGRAM","EB", ,"105","62149", , ,"10","49528"
"Line(00400)","TRANPLANT ACQUISITION PROGRAM","EB", , , , , ,"18","16177"
"Line(00500)","TRANPLANT ACQUISITION PROGRAM","EB", , , , , ,"5","13512"
"Line(00600)","TRANPLANT ACQUISITION PROGRAM","EB", , , , , ,"69","90508"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 553807"," Report A600EC0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Entity[553807] Report(A600EC0)","Entity[553807] Report(A600EC0[00000])","Entity[553807] Report(A600EC0[00100])", ,"Entity[553807] Report(A600EC0[00300])","Entity[553807] Report(A600EC0[00400])","Entity[553807] Report(A600EC0[00500])", ,"Entity[553807] Report(A600EC0[00700])","Entity[553807] Report(A600EC0[00800])","Entity[553807] Report(A600EC0[00900])"
"Line(00100)","OPO ORGAN ACQUISITION COST","EC", ,"107","347454","1708042", ,"105","571457","2276952"
"Line(00200)","OPO ORGAN ACQUISITION COST","EC", ,"106","130533","449160"
"Line(00300)","OPO ORGAN ACQUISITION COST","EC", ,"112","93470","119750"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 553807"," Report A600FF0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Entity[553807] Report(A600FF0)","Entity[553807] Report(A600FF0[00000])","Entity[553807] Report(A600FF0[00100])", ,"Entity[553807] Report(A600FF0[00300])", ,"Entity[553807] Report(A600FF0[00500])", ,"Entity[553807] Report(A600FF0[00700])", ,"Entity[553807] Report(A600FF0[00900])","Entity[553807] Report(A600FF0[01000])"
"Line(00100)","GAIN(LOSS) FROM THE SALE OF EQUIP","FF", ,"1", ,"183376", , , , ,"9"
"Line(00200)","GAIN(LOSS) FROM THE SALE OF EQUIP","FF", ,"2", ,"104429", , , , ,"9"
"Line(00300)","GAIN(LOSS) FROM THE SALE OF EQUIP","FF", , , , , ,"5", ,"287805"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 553807"," Report A600HH0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Entity[553807] Report(A600HH0)","Entity[553807] Report(A600HH0[00000])","Entity[553807] Report(A600HH0[00100])", ,"Entity[553807] Report(A600HH0[00300])", ,"Entity[553807] Report(A600HH0[00500])", ,"Entity[553807] Report(A600HH0[00700])", ,"Entity[553807] Report(A600HH0[00900])"
"Line(00100)","IMPLANTABLES","HH", ,"72", ,"37902168", ,"50", ,"15423938"
"Line(00200)","IMPLANTABLES","HH", , , , , ,"54", ,"2443726"
"Line(00300)","IMPLANTABLES","HH", , , , , ,"55", ,"18632"
"Line(00400)","IMPLANTABLES","HH", , , , , ,"76", ,"16318988"
"Line(00500)","IMPLANTABLES","HH", , , , , ,"73", ,"303354"
"Line(00600)","IMPLANTABLES","HH", , , , , ,"75", ,"2981089"
"Line(00700)","IMPLANTABLES","HH", , , , , ,"76", ,"169622"
"Line(00800)","IMPLANTABLES","HH", , , , , ,"77", ,"63901"
"Line(00900)","IMPLANTABLES","HH", , , , , ,"90", ,"178918"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 553807"," Report A600II0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Entity[553807] Report(A600II0)","Entity[553807] Report(A600II0[00000])","Entity[553807] Report(A600II0[00100])", ,"Entity[553807] Report(A600II0[00300])","Entity[553807] Report(A600II0[00400])","Entity[553807] Report(A600II0[00500])", ,"Entity[553807] Report(A600II0[00700])","Entity[553807] Report(A600II0[00800])","Entity[553807] Report(A600II0[00900])"
"Line(00100)","ANESTHESIOLOGY 236553","II", ,"50","29923","21956", ,"53","29923","21956"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 553807"," Report A700001 ","-------------","-------------","-----------",""
"","","","","","Acquisitions","","","Disposals","","Fully"
"","","","","Beginning","","","","and","Ending","Depreciated"
"","","Description","","Balances","Purchases","Donation","Total","Retirements","Balance","Assets"
"","","","","1","2","3","4","5","6","7"
"Entity[553807] Report(A700001)", ,"Entity[553807] Report(A700001[00100])","Entity[553807] Report(A700001[00200])", ,"Entity[553807] Report(A700001[00400])","Entity[553807] Report(A700001[00500])","Entity[553807] Report(A700001[00600])","Entity[553807] Report(A700001[00700])"
"Line(00300)", ,"212700113","3023089", ,"3023089","395560","215327642","26876493"
"Line(00500)", ,"293664915","19571111", ,"19571111","8914309","304321717","73366238"
"Line(00600)", ,"290257722","32290835", ,"32290835","15252114","307296443","110851342"
"Line(00700)", ,"58357966","559645", ,"559645", ,"58917611"
"Line(00800)", ,"854980716","55444680", ,"55444680","24561983","885863413","211094073"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 553807"," Report A700002 ","-------------","-------------","-----------",""
"","","","","","Acquisitions","","","Disposals","","Fully"
"","","","","Beginning","","","","and","Ending","Depreciated"
"","","Description","","Balances","Purchases","Donation","Total","Retirements","Balance","Assets"
"","","","","1","2","3","4","5","6","7"
"Entity[553807] Report(A700002)", , , , , , , , , ,"Entity[553807] Report(A700002[00900])", ,"Entity[553807] Report(A700002[01100])", , , ,"Entity[553807] Report(A700002[01500])"
"Line(00100)", , , , , , , , , ,"58335681", ,"7658873", , , ,"65994554"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 553807"," Report A700003 ","-------------","-------------","-----------",""
"","","","","","Acquisitions","","","Disposals","","Fully"
"","","","","Beginning","","","","and","Ending","Depreciated"
"","","Description","","Balances","Purchases","Donation","Total","Retirements","Balance","Assets"
"","","","","1","2","3","4","5","6","7"
"Entity[553807] Report(A700003)", ,"Entity[553807] Report(A700003[00100])", ,"Entity[553807] Report(A700003[00300])","Entity[553807] Report(A700003[00400])", , , , ,"Entity[553807] Report(A700003[00900])", ,"Entity[553807] Report(A700003[01100])","Entity[553807] Report(A700003[01200])", , ,"Entity[553807] Report(A700003[01500])"
"Line(00100)", ,"519649359", ,"519649359","1", , , , ,"22291139", ,"5413210","161050", , ,"27865399"
"Line(00200)", ,"366214054", ,"366214054","0", , , , ,"37862372", ,"-140861","113278", , ,"37834789"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 553807"," Report A800000 ","-------------","-------------","-----------",""
"","DESCRIPTION (1)","","","WORKSHEET A TO/FROM WHICH","","Wkst."
"","","","","THE AMOUNT IS TO BE ADJUSTED","","A-7"
"","","BASIS/CODE (2)","AMOUNT","COST CENTER","LINE #","Ref."
"","","1","2","3","4","5"
"Entity[553807] Report(A800000)","Entity[553807] Report(A800000[00000])","Entity[553807] Report(A800000[00100])","Entity[553807] Report(A800000[00200])","Entity[553807] Report(A800000[00300])","Entity[553807] Report(A800000[00400])","Entity[553807] Report(A800000[00500])"
"Line(00100)", ,"B","-730198", , ,"11"
"Line(00200)", ,"B","-45802", , ,"11"
"Line(00300)", ,"B","-38356","OTHER ADMIN AND GENERAL","5"
"Line(01000)", , ,"-50828788"
"Line(01200)", , ,"44221907"
"Line(01400)", ,"B","-3989549","CAFETERIA","11"
"Line(01800)", ,"B","-56470","MEDICAL RECORDS & LIBRARY","16"
"Line(03300)","CHAPLAINCY INCOME OFFSET","B","-26755","PARAMED ED CHAPLAINCY","23"
"Line(03400)","OTHER INCOME OFFSETS - ASSETS R","B","-653338","OTHER ADMIN AND GENERAL","5"
"Line(03500)","OTHER INCOME OFFSETS-OTHER INCO","B","-116707","OTHER ADMIN AND GENERAL","5"
"Line(03600)","OTHER INCOME OFFSETS- LEDGER 3","B","-571818","OTHER ADMIN AND GENERAL","5"
"Line(03601)","OTHER INCOME OFFSETS-SPONSORED","B","-654772","OTHER ADMIN AND GENERAL","5"
"Line(03602)","HOSPITAL RESIDENT PROGRAM INCOM","B","-321625","OTHER ADMIN AND GENERAL","5"
"Line(03603)","EMERGENCY ASSOCIATES DEFICIT FU","A","-1547571","EMERGENCY","91"
"Line(03604)","TELEVISION AND VENDING COST EXC","A","-4232","OPERATION OF PLANT","7"
"Line(03605)","TELEVISION AND VENDING COST EXC","A","-5034","CAP REL COSTS-BLDG & FIXT","1","9"
"Line(03606)","RECOVERY OF EXPENSE","A","-218217","OTHER ADMIN AND GENERAL","5"
"Line(03610)","RELIFE CAPITAL ASSETS","A","140028","CAP REL COSTS-BLDG & FIXT","1","9"
"Line(03611)","NON-ALLOWABLE PRORATES","A","-1477842","OTHER ADMIN AND GENERAL","5"
"Line(03612)","ELIMINATE FAS 106 EXPENSE","A","-2844454","EMPLOYEE BENEFITS DEPARTMENT","4"
"Line(03613)","NON-REIMBURSEABLE AHA & HANYS L","A","-64564","OTHER ADMIN AND GENERAL","5"
"Line(03614)","PARKING GARAGE ADJUSTMENT","A","-955045","CAP REL COSTS-BLDG & FIXT","1","9"
"Line(03615)","DEANS TAX REVERSAL","A","-118042","OTHER ADMIN AND GENERAL","5"
"Line(03616)","DEANS TAX REVERSAL","A","-37248","EMPLOYEE BENEFITS DEPARTMENT","4"
"Line(03617)","DEANS TAX REVERSAL","A","-342222","RADIOLOGY-THERAPEUTIC","55"
"Line(03618)","DEANS TAX REVERSAL","A","-31500","OCCUPATIONAL THERAPY","67"
"Line(03619)","DEANS TAX REVERSAL","A","-124427","ONCOLOGY","76"
"Line(03620)","DEANS TAX REVERSAL","A","-86913","CLINIC","90"
"Line(03621)","FACULTY RENT INCOME","B","-61770","CARDIOPULMONARY","76"
"Line(03623)","FACULTY RENT INCOME","B","-80610","ENDOSCOPY","76"
"Line(03624)","FACULTY RENT INCOME","B","-193212","ONCOLOGY","76"
"Line(03625)","FACULTY RENT INCOME","B","-2545317","CLINIC","90"
"Line(03626)","FACULTY RENT INCOME","B","-3641","PHYSICIANS PRIVATE","194"
"Line(03627)","PURCHASING REBATE","B","-7141","DIETARY - OTHER","10"
"Line(03628)","PURCHASING REBATE","B","-1477128","CENTRAL SERVICES & SUPPLY","18"
"Line(03629)","PURCHASING REBATE","B","-15835","PHARMACY","18"
"Line(03630)","PURCHASING REBATE","B","-101958","OPERATING ROOM","50"
"Line(03631)","PURCHASING REBATE","B","-13625","RADIOLOGY-DIAGNOSTIC","54"
"Line(03632)","PURCHASING REBATE","B","-24422","ASC (NON-DISTINCT PART)","75"
"Line(03633)","PURCHASING REBATE","B","-48128","ENDOSCOPY","76"
"Line(03634)","PURCHASING REBATE","B","-529844","IMPL. DEV. CHARGED TO PATIENTS","72"
"Line(03635)","NURSE PRACTITIONER PART B","A","-482491","ONCOLOGY","76"
"Line(03636)","NURSE PRACTITIONER PART B","A","-18807","ADULTS & PEDIATRICS","30"
"Line(03637)","NURSE PRACTITIONER PART B","A","-79975","INTENSIVE CARE UNIT","31"
"Line(03638)","NURSE PRACTITIONER PART B","A","-393702","CLINIC","90"
"Line(03639)","NURSE PRACTITIONER PART B","A","-3827","ALL OTHER OMH PROGRAMS-O/P","90"
"Line(03640)","NURSE PRACTITIONER PART B","A","-60244","MNT HLTH PARTIAL HOSP-O/P","90"
"Line(03641)","NURSE PRACTITIONER PART B","A","-6664","CPEP","91"
"Line(03642)","NURSE PRACTITIONER PART B","A","-238155","MENTAL HEALTH CLINIC","90"
"Line(03643)","NURSE PRACTITIONER PART B","A","-86443","MENTAL HEALTH OUTPT ACT PROGRAMS","90"
"Line(03644)","AMORTIZATION OF LOSS ON BOND DE","A","241548","CAP REL COSTS-BLDG & FIXT","1","9"
"Line(03645)","MEDICAL CENTER PRORATE INCOME","B","-309108","OTHER ADMIN AND GENERAL","5"
"Line(03646)","NON-REIMBURSEABLE AOPO LOBBYING","A","-11348","KIDNEY ACQUISITION","105"
"Line(03647)","NON-REIMBURSEABLE AOPO LOBBYING","A","-4942","LIVER ACQUISITION","107"
"Line(03648)","NON-REIMBURSEABLE AOPO LOBBYING","A","-1857","HEART ACQUISITION","106"
"Line(03649)","NON-REIMBURSEABLE AOPO LOBBYING","A","-1330","OTHER ORGAN ACQUISITION (SPECIFY)","112"
"Line(03650)","INVESTMENT INCOME OFFSET","B","-1515465","CAP REL COSTS-BLDG & FIXT","1","11"
"Line(03651)","INVESTMENT INCOME OFFSET","B","-95059","CAP REL COSTS-MVBLE EQUIP","2","11"
"Line(03652)","OTHER OPERATING REVENUE","B","-92","PHYSICAL THERAPY","66"
"Line(03653)","OTHER OPERATING REVENUE","B","-1778","OCCUPATIONAL THERAPY","67"
"Line(03654)","OTHER OPERATING REVENUE","B","-2716","RADIOLOGY-DIAGNOSTIC","54"
"Line(03655)","OTHER OPERATING REVENUE","B","-384467","CLINIC","90"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 553807"," Report A810000 ","-------------","-------------","-----------",""
"","","","","","Amount of","included in","Adjustments","Wkst.",""
"","","","","","Allowable","Wkst. A","(col. 4 minus","A-7",""
"","","Line No.","Cost Center","Expense Items","Cost","column 5","col. 5) *","Ref.",""
